split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,5569495.078654078,213.75184153766008,0.24478885385533303,0.0,0.0
eval,avgy,16485246.177330716,323.2131458333295,0.35373949831804513,14.254807692307692,-44.508008737644765
eval,bayes_avgy_shared,5569495.078654078,213.75184153766008,0.24478885385533303,0.0,0.0
eval,bayes_avgy_horizon,5569495.078654078,213.75184153766008,0.24478885385533303,0.0,0.0
eval,oracle_avgy_shared,4879721.458294268,206.0533677456804,0.22690518064471982,14.254807692307692,7.305754706128174
eval,oracle_avgy_horizon,4199776.300606486,170.84396736345428,0.18398644965292868,99.9599358974359,24.83871436333362
eval,catboost_avgy_classifier_shared,13278339.315057062,269.67738826890763,0.2978947811631592,8.173076923076923,-21.69458554645265
eval,catboost_avgy_regressor_shared,5569495.078654078,213.75184153766008,0.24478885385533303,0.0,0.0
eval,catboost_avgy_regressor_shared_soft,5605161.697911886,225.25992457302013,0.2608499070741788,32.09134615384615,-6.561186494356342
eval,catboost_avgy_regressor_horizon,5735208.814953969,217.7519566323167,0.2522918902348938,25.45673076923077,-3.065105400589423
