split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,catboost_cov_regressor_shared,0.0006524042439208338,0.009447580853887439,0.26083292204391595,6.382890365448505,0.025324943424448285
