split,baseline,mse,mae,nmse,relative_nmse_improvement_pct
eval,vanilla,803.7205302557222,12.375149571967473,0.27666939970463217,0.0
eval,context_forecast,854.4718629635821,12.69579836246929,0.2954588023767561,-6.791283276062763
eval,aggr_y,1096.4020845106218,17.177364675278888,0.3860630625959357,-39.53948756461338
eval,bayes_context_shared,803.7205302557222,12.375149571967473,0.27666939970463217,0.0
eval,bayes_context_horizon,814.7544068233439,12.41813626698527,0.28025038124826834,-1.2943178925675096
eval,oracle_context_shared,755.2964780038471,11.943286015403384,0.25997487230454475,6.034106922525669
eval,oracle_context_horizon,693.4804788207214,10.917644913443759,0.23662105469804867,14.475162431891082
eval,catboost_context_classifier_shared,854.8313918010067,12.715845983145408,0.2950225931895799,-6.633618862274366
eval,catboost_context_classifier_horizon,838.1119027591881,12.693409155758037,0.2908126818729218,-5.111979200948418
eval,catboost_context_regressor_shared,850.4378539661155,12.688953830482832,0.2942818500031641,-6.365883005975613
eval,catboost_context_regressor_horizon,849.7555422559064,12.822847935902987,0.29421840012819667,-6.342949542775432
eval,bayes_aggr_y_shared,803.7205302557222,12.375149571967473,0.27666939970463217,0.0
eval,bayes_aggr_y_horizon,803.7205302557222,12.375149571967473,0.27666939970463217,0.0
eval,oracle_aggr_y_shared,735.2242901912956,12.502933553973488,0.2523337789923555,8.79592059629905
eval,oracle_aggr_y_horizon,531.5861106041124,9.532380311499736,0.18034794347144031,34.81464026597199
eval,catboost_aggr_y_classifier_shared,804.3361786051088,12.391542071424206,0.27678371635621174,-0.04131886348891995
eval,catboost_aggr_y_classifier_horizon,828.678218465967,13.238414478921419,0.2858150382912244,-3.30561984677596
eval,catboost_aggr_y_regressor_shared,803.7205302557222,12.375149571967473,0.27666939970463217,0.0
eval,catboost_aggr_y_regressor_horizon,804.3880211515321,12.409257994092025,0.2768445396852891,-0.0633029821309881
