horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.00022965801546432965,-0.00023410529059470368,-0.00023769169082277388,-0.00024954463107603044,-0.00023961496830997298,-0.00023266025580677681,-0.0002521151087853817,-0.0002576072545208817,-0.0002603832358823881,-0.0002467464045709036,-0.00024705824830308174,-0.00022762709853026112
