horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.024292683598790145,-0.00011242006503077654,0.001531201411005059,0.004109795377122949,-0.0182526141334062,-0.017999868304695642,-0.01896188569495678
