horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,-0.41594211327933756,0.043713087014195726,0.045684971429903104,0.049244330533180586,0.021856749876607857,0.021175038441903993,0.017245503117006546
