horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.040369843252474974,0.042738480125576725,0.046482143928511604,0.01514967953956997,0.014991477852056114,0.011056526931232954
