split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.000717668054399619,0.009966869194554378,0.295546672762811,0.0,0.0
eval,avgy,0.0010405988734504394,0.013999248431203497,0.41932889497915465,28.205980066445182,-41.88246176457018
eval,bayes_avgy_shared,0.000717668054399619,0.009966869194554378,0.295546672762811,0.0,0.0
eval,bayes_avgy_horizon,0.000717668054399619,0.009966869194554378,0.295546672762811,0.0,0.0
eval,oracle_avgy_shared,0.0006046002259188076,0.00952672073190382,0.2546465169016083,28.205980066445182,13.838814519162888
eval,oracle_avgy_horizon,0.0005008890835545662,0.007635412758058282,0.22268875367243773,99.28156146179403,24.65191653463306
eval,catboost_avgy_classifier_shared,0.0007449384198680041,0.010290056140377483,0.3001804034833829,12.902823920265782,-1.5678507483285566
eval,catboost_avgy_regressor_shared,0.000717668054399619,0.009966869194554378,0.295546672762811,0.0,0.0
eval,catboost_avgy_regressor_shared_soft,0.0007107552906561598,0.010613384647501058,0.29552644081921164,44.67607973421927,0.006845600192421724
eval,catboost_avgy_regressor_horizon,0.000719232245180112,0.009991094374536151,0.2958039192610749,10.651993355481727,-0.0870409048625529
