split,baseline,mse,mae,nmse,relative_nmse_improvement_pct
eval,vanilla,5569495.0,213.75184631347656,0.24478885531425476,0.0
eval,context_forecast,9217233.0,243.7122039794922,0.2639719545841217,-7.83659029006958
eval,aggr_y,14099780.346595628,300.3511430795069,0.31101672379021217,-27.055099543210606
eval,y_mean,11318661.0,286.423583984375,0.2935248613357544,-19.909404754638672
eval,aggr_y_mix_shared,5607820.441634527,213.86539812331344,0.24121050295390767,1.4618117952115424
eval,aggr_y_mix_horizon,5681106.330561203,214.72546764623422,0.24173194107986987,1.2487963271287381
eval,context_ridge_shared,5606448.987471901,214.9870790956916,0.24153014592856195,1.331232739950251
eval,context_ridge_horizon,5574370.655097861,213.81086904995271,0.2450350917996633,-0.10059137908562729
eval,aggr_y_ridge_shared,5593756.898312874,214.39576343550513,0.24074750502933762,1.650953545139522
eval,aggr_y_ridge_horizon,5701451.5760550825,215.77478087192833,0.24538780089231466,-0.24467845045109649
eval,y_ridge_shared,5667195.449005282,215.04544249811966,0.2408193643674276,1.6215979039287618
eval,y_ridge_horizon,5592253.486946737,214.5044446062585,0.24629796522118047,-0.6164945315783867
eval,cov_y_ridge_shared,5685781.140990149,215.3029451631357,0.24106444409683844,1.5214790774012148
eval,cov_horizon_ridge_shared,5588169.811174864,214.33776046200092,0.24088205097398813,1.5959894641654178
eval,cov_horizon_ridge_horizon,5576732.128279686,213.88983563314042,0.24517441298422823,-0.1575062187690299
eval,residual_ridge_shared,5557162.408517746,213.96518622766732,0.24171134948655865,1.2572083086647377
eval,residual_ridge_horizon,5602700.543217048,214.9733135620665,0.24728831995204947,-1.0210696212398855
eval,full_ridge_shared,5559056.023422774,213.9390479890582,0.2418018170007774,1.2202509422427161
eval,full_ridge_horizon,5603745.974223821,215.00652259640773,0.247368343903404,-1.053760632132437
