horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.2500235088942937,0.18122546759075192,0.008688083922812149,0.0117241036154374,0.013781068054107481,0.01653169415474652,0.021152937326520176
