horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.30027545873461403,0.20876982332459731,-0.003945143608314034,-0.001495329471487503,-0.003830978233832591,-0.002804343879378923,0.0005212170150135394,0.013911603736051468,0.013635231888044058,0.024796379474711017,0.027148651643600304,0.028094447620097534
