horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,-0.006310706918121768,0.04420011554153755,0.014257763169341402,0.00434163440571012,0.017247251757470456,0.03435145579277227,0.03689709433565103
