horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.049916637699236203,0.011236518386505618,-0.00023291829122066969,0.010240201765781144,0.038631912358267996,0.04336194137999451
