horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.01681579285448979,-0.002385080983574707,0.02823836097387129,0.00037686010863962385,0.009475378422999751,-0.024585848948442006,0.010349526142889452
