split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,3633388.0250740694,178.38438088504478,0.19413901433563402,0.0,0.0
eval,cov_forecast,3768582.7833819045,183.44582983719218,0.20583033994031938,42.40931832395247,-6.022141219112715
eval,avgy,7505655.000894828,246.27635454539964,0.3260252646628792,17.38586616635397,-67.93392393516318
eval,y_mean,8109407.8350719875,240.21747050414635,0.28608213027661067,20.7942464040025,-47.35942245077144
eval,avgy_mix_shared,3639914.763046559,178.3376269387949,0.19377150632900375,56.92620387742339,0.18930146930431416
eval,cov_ridge_shared,3635965.1456724377,178.42204861064164,0.19431809141501066,42.80018761726079,-0.09224167537342567
eval,avgy_ridge_shared,3635783.438566495,178.4206450496735,0.19431367436767966,42.66729205753596,-0.08996647718818587
eval,y_ridge_shared,3637018.9324308503,178.4423748017576,0.19441172347765906,42.424953095684806,-0.14047106551884095
eval,cov_y_ridge_shared,3637862.051241661,178.45625516102746,0.1944711171396738,42.37023139462164,-0.17106443296638435
eval,cov_avgy_ridge_shared,3636831.310329761,178.43735160753104,0.19438797281342107,42.55003126954347,-0.1282372214771039
eval,residual_ridge_shared,3638519.014939433,178.4689821154683,0.19453945526488026,42.24515322076298,-0.2062650470419829
eval,full_ridge_shared,3639153.850091217,178.47996062574055,0.19458335387236647,42.23733583489681,-0.2288769922176812
