horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.15751836599008723,0.08540746498073319,0.04605191682899673,0.007978966897517412,-0.1016221085416367,0.035121571650841205,0.08416511156595309
