horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.08559431815889869,0.046298276674143664,0.007941546391346777,-0.10152664417513212,0.035072487425723026,0.08415283289367496
