horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.1476636162216231,0.06782511431813432,0.03327472143157918,-7.631402235561402e-05,-0.09592163535744976,0.0387029467220628,0.08634403082610913
