horizon,V,C,Y_1,Y_2,Y_3
1,-2.9115029610801626e-05,-2.9076487703342224e-05,-2.872062323787932e-05,-2.8653523403356258e-05,-3.1090314462172314e-05
2,-1.8969354091335535e-05,-1.8989057608907422e-05,-1.8697224907675587e-05,-1.967705818102872e-05,-2.0137920135441782e-05
3,-3.989696527382696e-05,-3.980279340150095e-05,-3.957046998717798e-05,-4.032399912189993e-05,-4.103428160753542e-05
4,-1.6306879764975618e-05,-1.5954701732471312e-05,-1.5165171476129441e-05,-1.6687623123323486e-05,-1.637886252871151e-05
5,-3.699431388296294e-05,-3.6553702790713904e-05,-3.552970041356649e-05,-3.758066260824937e-05,-3.6243677659405294e-05
6,-1.7408705246964174e-05,-1.7033052672707244e-05,-1.7144329596451474e-05,-1.9638401768963907e-05,-1.7321571978322818e-05
7,-7.29156557380431e-05,-7.220330871819494e-05,-7.111665074253591e-05,-7.59129815263777e-05,-7.134229603541228e-05
8,-6.868914855088736e-05,-6.825426897254407e-05,-6.725420901936802e-05,-7.32037376115863e-05,-6.942652920869227e-05
9,-9.060191161741194e-05,-8.992166775114273e-05,-8.75746301187154e-05,-9.448420762047776e-05,-8.89647200723008e-05
10,-0.00010553788429362613,-0.00010415111365796424,-9.790471227511075e-05,-0.00010527345820198679,-0.00010068492884230002
11,-6.199230372351716e-05,-6.068103412419746e-05,-5.75055982055625e-05,-6.349830030973037e-05,-6.12317838969073e-05
12,-6.596762851687436e-05,-6.41164979399522e-05,-6.0995407322608444e-05,-6.718249952813517e-05,-6.303148143615761e-05
13,-4.882459366019774e-05,-4.678489404918415e-05,-4.160364454596675e-05,-4.816552713993469e-05,-4.497077112938757e-05
14,-7.669641024544651e-05,-7.352259987646939e-05,-6.851251583506498e-05,-7.398173136568608e-05,-7.086328875611612e-05
15,-0.0001470234772712518,-0.00014362345715791437,-0.00014050609606890382,-0.00014608952144110553,-0.0001442732379928046
16,-9.14413144859503e-05,-8.852342388693992e-05,-8.45498464358933e-05,-9.129516270105659e-05,-9.037477829519508e-05
17,-0.00010626882674463675,-0.00010280109771620593,-9.912226296247287e-05,-0.00010554894232223553,-0.00010392778180347284
18,-0.00012008747854068179,-0.00011616061121974144,-0.00011169352744550116,-0.00011878674806052326,-0.00011574348690543286
19,-0.00011367833978302326,-0.00010960866955949074,-0.00010411759207784548,-0.00011166701539965293,-0.00010812587384299555
20,-0.00012874399298240147,-0.00012409062933598332,-0.00011839480359758198,-0.00012514649709725217,-0.00012175954836349336
21,-0.00013405590259165908,-0.0001287319949117334,-0.0001199402079728282,-0.00012933643397556064,-0.0001247686689317073
22,-0.00012139925533155288,-0.00011570128949232517,-0.00010710692644264703,-0.00011413241075718514,-0.0001117144958622429
23,-0.00013097130936905022,-0.00012516826943263237,-0.00011534842587843885,-0.00012342013207704988,-0.00011714888890361923
24,-0.00015702749615332696,-0.00015114722711841532,-0.0001423095759907612,-0.00015147508929676842,-0.00014636747245256977
25,-0.00013654968702575207,-0.00013122343151698377,-0.00012583095132893398,-0.00013161479705473371,-0.0001271680862364845
26,-0.00016124226437298647,-0.0001562045554420627,-0.00015306647613379137,-0.0001583062015646438,-0.00015740584908389228
27,-0.00014911194436172532,-0.0001442192536591808,-0.00014196160720941,-0.0001461109900851943,-0.0001466124565734449
28,-0.00016795409166649362,-0.00016268337616669052,-0.00016188588846909974,-0.00016612617543439412,-0.00016643044692378505
29,-0.0001301048598502472,-0.00012551179008776577,-0.0001234313697205383,-0.00012792313693471818,-0.00013067814638115555
30,-0.0001600882608088234,-0.0001545512100747644,-0.0001493781248337821,-0.00015372977895169188,-0.00015793435286480282
