horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
1,-2.4268075839697416e-05,-2.4228309740962726e-05,-2.3893355228938377e-05,-2.3830188922935276e-05,-2.6255974985649902e-05,-2.348323213039654e-05,-2.2876248391221887e-05,-2.6132960738055324e-05
2,-1.5784060382213888e-05,-1.580346277316556e-05,-1.5525118287933947e-05,-1.6508774996325265e-05,-1.6960598738448283e-05,-1.5147595900424138e-05,-1.5097086688883642e-05,-1.7398591075661704e-05
3,-3.326596892337456e-05,-3.317304044110712e-05,-3.296565123688706e-05,-3.372837373937188e-05,-3.441810770434328e-05,-3.232853748935496e-05,-3.2816222807384724e-05,-3.4032613443447713e-05
4,-1.3700757128623125e-05,-1.3349471896225259e-05,-1.257021894944082e-05,-1.4097104548761783e-05,-1.3779918016745698e-05,-1.170811006428196e-05,-1.3323289046452166e-05,-1.3951664776188006e-05
5,-3.089097421760617e-05,-3.0452223928059173e-05,-2.9448956173288045e-05,-3.1507011540311534e-05,-3.0153282400430058e-05,-2.9677990010250493e-05,-3.124942874339967e-05,-3.0364936079624163e-05
6,-1.428373523675111e-05,-1.3909401218244568e-05,-1.4033840098471684e-05,-1.6529542188033393e-05,-1.4205646215225503e-05,-1.542837562619788e-05,-1.6524586862501262e-05,-1.4788064381335125e-05
7,-6.0500309030443766e-05,-5.979492872973105e-05,-5.877064636789448e-05,-6.357492128311512e-05,-5.8971212827402594e-05,-6.215488935261391e-05,-6.278122484903675e-05,-6.076939821109936e-05
8,-5.6749264754737775e-05,-5.632296502572808e-05,-5.538529438463175e-05,-6.134002914548632e-05,-5.753621536778746e-05,-5.964606866741308e-05,-6.117506163129236e-05,-5.776668301557836e-05
9,-7.515297662864947e-05,-7.448374929237424e-05,-7.2211237945558e-05,-7.913206179064862e-05,-7.357819000363406e-05,-7.684845566108579e-05,-7.893507829310517e-05,-7.528233722370518e-05
10,-8.820954194977139e-05,-8.683288565172912e-05,-8.06694268914481e-05,-8.804564869832885e-05,-8.340903408125907e-05,-8.552532118102355e-05,-8.83897148481582e-05,-8.526369279870976e-05
11,-5.1569001313524356e-05,-5.026433776133727e-05,-4.712865943153304e-05,-5.3130455042764246e-05,-5.0834520383051505e-05,-5.036033973716573e-05,-5.423639148120554e-05,-5.129866042583427e-05
12,-5.499264414369566e-05,-5.314987593215332e-05,-5.007175039054876e-05,-5.626245676585022e-05,-5.208172074270719e-05,-5.345464727358944e-05,-5.7462876535718404e-05,-5.3219320917711384e-05
13,-4.0825974372787874e-05,-3.879395510425844e-05,-3.364965014285955e-05,-4.0211496623038014e-05,-3.6995863284276415e-05,-3.852539534806122e-05,-4.2270110387811305e-05,-3.882354920635486e-05
14,-6.423226127833597e-05,-6.1069992383316e-05,-5.611505721692602e-05,-6.158392489068904e-05,-5.842304719911929e-05,-6.216459419319574e-05,-6.374659002197297e-05,-6.047389154438486e-05
15,-0.0001226424975623105,-0.00011926330702856085,-0.00011625716489255417,-0.00012184720689618123,-0.00011995706789977335,-0.00011996240737309611,-0.00012196774527215621,-0.0001226553608930752
16,-7.624249082938365e-05,-7.334047345579429e-05,-6.943612396017678e-05,-7.618389894725404e-05,-7.522270523469695e-05,-7.378527184049591e-05,-7.68293580417799e-05,-7.665850483422934e-05
17,-8.878169583887078e-05,-8.533329275065602e-05,-8.173473083411424e-05,-8.816915315328567e-05,-8.64899168386965e-05,-8.519995378282481e-05,-8.831147798698764e-05,-8.798365047887727e-05
18,-0.0001004853215088782,-9.658399913341483e-05,-9.220786090497295e-05,-9.930678598456904e-05,-9.619995062895064e-05,-9.552292325353768e-05,-9.863417585331148e-05,-9.896778474544895e-05
19,-9.517010519187837e-05,-9.112964037221423e-05,-8.572506310429278e-05,-9.32915471591963e-05,-8.967060496778543e-05,-9.036917454873457e-05,-9.365058257947586e-05,-9.275013877414634e-05
20,-0.00010789423063206247,-0.00010327169995893959,-9.768393506532573e-05,-0.00010444756788383056,-0.00010096611873090587,-0.00010182380279882461,-0.0001054795176911173,-0.00010449359894961247
21,-0.00011238531596588803,-0.00010709128908091157,-9.841283280569679e-05,-0.00010782534065875158,-0.0001031526236069702,-0.0001068503135325267,-0.00010957410069590839,-0.00010766746639599679
22,-0.00010206936752149509,-9.639858365973446e-05,-8.790731728971041e-05,-9.49452215348632e-05,-9.242616854212867e-05,-9.631529692333427e-05,-9.767833852540642e-05,-9.51079483913027e-05
23,-0.00011027871986375902,-0.0001045048867212137,-9.479104408395158e-05,-0.00010288327572622225,-9.651574046321428e-05,-0.00010323571225961531,-0.00010521957230455398,-0.00010104240515009238
24,-0.00013163748425455083,-0.00012579595359982134,-0.00011706716773606168,-0.0001262599806297283,-0.00012104567446768808,-0.0001262221544369687,-0.00012856651391328803,-0.00012498933130668065
25,-0.00011451886185707643,-0.0001092219498543975,-0.00010390653109695345,-0.00010971843040888808,-0.00010517671264892452,-0.00010981949318928836,-0.00011221663945406417,-0.00010750900540846502
26,-0.0001349060325814019,-0.00012990078902574493,-0.00012686295136327038,-0.00013215330880051975,-0.0001311403444609843,-0.00013065226148744613,-0.0001333675423906142,-0.0001299662762771813
