horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
30,-0.00010588320969978479,-0.00010118157480772427,-0.00010079845299757522,-9.949526231538028e-05,-0.00010481252835139624,-0.00010240399729643328,-0.00010547961280666488,-0.00010142965786119043
31,-0.00010257496290614345,-9.881879625807689e-05,-9.89520667011546e-05,-0.00010063306257700847,-9.995368082072802e-05,-0.00010103286548536432,-0.00010264974667145536,-0.00010112275757034884
32,-0.0001272166269775034,-0.00012389903196108928,-0.00012704015488598043,-0.00012546638916854035,-0.00012792777717465402,-0.0001263753910173058,-0.00012968163519313025,-0.0001260299706783442
33,-0.00016901931175857354,-0.00016617438346059048,-0.0001721777458597821,-0.00016714689760343037,-0.0001717323891327481,-0.0001693161364907657,-0.00017141381308202126,-0.0001682601620103955
34,-0.00017104371239161112,-0.00016804287220505655,-0.00017438837288019684,-0.00016945770768702161,-0.0001719464072836369,-0.00016904196064745976,-0.00017144494693582934,-0.0001683859812197928
35,-0.0001669418429176568,-0.00016305493050881636,-0.00017034756657037812,-0.00015924729525903025,-0.0001696988281969266,-0.0001626165399575241,-0.0001639852935163282,-0.0001613392414487835
36,-0.00012631428151643233,-0.00012238434547130406,-0.00013146897349027077,-0.00012406216998547592,-0.00013493011524727793,-0.00012484487668413153,-0.00012684509228304592,-0.00012370082018109345
37,-0.00014330626896862374,-0.00013784261677751133,-0.00014224128965772804,-0.00013199109717037892,-0.00014255783526427495,-0.0001401372239438089,-0.0001401516599174052,-0.00013858037308734698
38,-0.0001213529499569972,-0.00011515234578406775,-0.00012131702627058416,-0.000106881884283986,-0.0001199798784605043,-0.00011892872023009243,-0.00011779563857456491,-0.00011668436734274903
39,-0.00014634948965472534,-0.00013811435449936744,-0.00014160301901706398,-0.00012582334837090946,-0.00013913254233444743,-0.0001402117559714555,-0.0001398673284085983,-0.00013914774411671969
40,-0.00019855776811970145,-0.0001909160455085622,-0.00019665244873593007,-0.00018414578684208244,-0.0001986421617336033,-0.00019418678677197705,-0.00019501103818711442,-0.00019639028926284326
41,-0.0001835003380382889,-0.00017463159612015038,-0.00017676324662990503,-0.00016265482921206585,-0.00018003120753369204,-0.0001782111379491759,-0.00017881543305590724,-0.0001807541176105979
42,-0.00017206347778768626,-0.00016393576141882324,-0.00016458068535788454,-0.00015627293325878473,-0.0001666971788962282,-0.00016781731446125503,-0.00016746789139805848,-0.00016775788414220467
43,-0.00018398356494547438,-0.0001747496227892993,-0.00017425330106714043,-0.00017022390303449386,-0.00017679615638728217,-0.000179036284452522,-0.00017844146278729673,-0.0001789298660934389
44,-0.0001859017389361456,-0.00017687372397249374,-0.00017779801641539802,-0.00017446185730302257,-0.00018099105673519277,-0.00018330372336575846,-0.00018524510836482482,-0.00018319437446286192
45,-0.00019576101228757338,-0.00018622274606929976,-0.00017977387298788499,-0.00018434507287628298,-0.00019104853042063542,-0.00019133826563013344,-0.00019478627848969893,-0.00019100377841205194
46,-0.00019561328431425858,-0.00018640912792129894,-0.00018589666552100054,-0.00018063590987831937,-0.00018667071426508797,-0.0001922166966005534,-0.00019433574778264943,-0.00019214218131793383
47,-0.000199747407524379,-0.00018905785837830492,-0.0001885431297795178,-0.00018809658078666644,-0.00019237532094892518,-0.00019511990170739197,-0.00019481622331451827,-0.00019661591892112442
48,-0.0001847068115509162,-0.00017473818970529587,-0.00017297230505222287,-0.00017321795962264123,-0.00017622318667717286,-0.00017951939004099185,-0.00017865209007762167,-0.00018074412991529206
49,-0.000241257031523962,-0.0002292142199937266,-0.00022717959777023992,-0.00023324069930464244,-0.00022549175360304593,-0.00023383264927441554,-0.0002348870948395949,-0.00023796808355942283
50,-0.000205559684123866,-0.0001936852948309884,-0.00018758939515432956,-0.0001971130422997915,-0.00018974589085895202,-0.00019682025816029973,-0.00019698673892853095,-0.0002010728135783381
51,-0.0002117997500046849,-0.00020074655712035714,-0.00019888252093302108,-0.00020058779240588888,-0.00020331335539126852,-0.000203346840385954,-0.00020409004771133218,-0.0002090014258419956
52,-0.00018900186212090814,-0.00017861099835761378,-0.00017801233399156484,-0.0001787951360095327,-0.00018450406683864155,-0.00018278825113049745,-0.00018481271017320948,-0.00018883390181595954
53,-0.00022361582251742614,-0.00021159116174821762,-0.0002130324817759461,-0.0002085259967655226,-0.00021888580866420598,-0.0002180687936095202,-0.00021889698756360495,-0.0002244510828210763
54,-0.00018983228831290414,-0.00017709275815354396,-0.00018013775790289043,-0.00018161734771362823,-0.0001811494655753394,-0.00018366057433068816,-0.00018536602739452893,-0.00018972576174206804
55,-0.0002146504158441681,-0.000201308001126694,-0.0002071863884931043,-0.00020196126951533302,-0.00021353052718857957,-0.00020778155553229671,-0.0002108092265336637,-0.00021365996807086007
56,-0.00020393326384163962,-0.00019182148283802694,-0.0001951432945873607,-0.0001940201527762222,-0.00020717832358355985,-0.00019966946938668734,-0.00020200312467267404,-0.0002061614243568587
57,-0.00026307640575955974,-0.00025045755166633153,-0.00025971311268765506,-0.00025265008078278594,-0.0002651960808363305,-0.0002577976450067148,-0.00026053632445368225,-0.0002659886414818639
58,-0.00026636483068796974,-0.00025410172362787335,-0.00026150655875973005,-0.00025038248815108715,-0.0002705098155763926,-0.00025982262212480853,-0.00026260189841707956,-0.00027178202388407336
59,-0.0002724898148035209,-0.00025978729380007946,-0.00026407914683855435,-0.00026118777148624253,-0.00028043799513993137,-0.00026529928023523897,-0.0002685290144149383,-0.00027602768808095645
60,-0.0002689351177516519,-0.00025599264323767636,-0.0002649637539470174,-0.00025520080159995397,-0.0002749435080240841,-0.000259466247695271,-0.00026401245010055404,-0.0002705434029792768
61,-0.0002286253339367863,-0.00021588286828983834,-0.00022989248057713631,-0.00022174539590924535,-0.00023571927207121726,-0.00022202120198038962,-0.00022552355140877578,-0.00023318351769865657
62,-0.00023440060799831929,-0.00022032479259827934,-0.0002292341170557347,-0.0002203890961401585,-0.00023956350002592283,-0.00022819276616083568,-0.0002305631727179059,-0.00024016532356433857
63,-0.00023420644864996786,-0.00021890078449713317,-0.00022743114182064886,-0.00021614380744384157,-0.00023934070811580343,-0.00022775983597374955,-0.00022919862540791243,-0.00024211101545824803
64,-0.00024304874349382894,-0.00022732984485922077,-0.0002329399199849413,-0.00022365213799690928,-0.0002455164040313171,-0.0002372847493158246,-0.00023733220189998608,-0.00024780337149893665
65,-0.00031675100491655093,-0.0002994497991129145,-0.00030948948204946575,-0.0003002557380265494,-0.0003264617224230035,-0.00031214369310584287,-0.00031163671779237736,-0.00032889900360929164
66,-0.00028402444905196647,-0.0002650479257764323,-0.00026942710269145764,-0.00026609419360273847,-0.00028690736084080345,-0.00027752310902170774,-0.00027708337364221815,-0.00029317549316189073
67,-0.0002544818644826028,-0.00023615878633423735,-0.00024068415575023412,-0.00023684584865757416,-0.00025323919989429994,-0.0002475001578105818,-0.00024648910323764225,-0.00026214940364691254
68,-0.00026015174205099793,-0.00023981375377717847,-0.00024482010345461226,-0.00023984963386868363,-0.00025745184977572994,-0.0002518894861667948,-0.00025052044334236283,-0.00026529776321541123
69,-0.0002813693678544665,-0.00025947841917940646,-0.0002623969139116761,-0.0002584862739584538,-0.00027663318826252735,-0.0002729507027944668,-0.0002724075020498291,-0.00028563228562257227
70,-0.00028643626258128077,-0.000263233986619087,-0.00026393999736188485,-0.0002601380041103939,-0.00028057872362552557,-0.0002776045758157273,-0.0002776645819742832,-0.0002908834215287646
71,-0.0002840185009344712,-0.00026072617395698567,-0.00025960141679763556,-0.00026000628178518207,-0.00027907599343007593,-0.00027527161455203356,-0.0002743675079859132,-0.000287898676778325
72,-0.0002756167583470938,-0.000250143816936934,-0.00025121152969334706,-0.0002488593913194281,-0.0002657296158033376,-0.00026724487498728427,-0.00026660922499467584,-0.0002800341182882737
73,-0.0002967030552763596,-0.00026920822599897914,-0.0002687374055886182,-0.0002680525329206796,-0.0002799621316365368,-0.00028621101759332017,-0.00028701027061564245,-0.00029830138327154314
74,-0.0003260188958853699,-0.0002984348313147087,-0.0002928935859620923,-0.0003033054484976545,-0.0003086534775130494,-0.00031636511028835824,-0.00031486020023520264,-0.0003275400358655498
75,-0.00028611087722812815,-0.0002582050284821479,-0.0002485336276547859,-0.00026293789272483875,-0.00026695352921832823,-0.00027362375582860735,-0.00027301372534618726,-0.0002828500088614134
76,-0.00029743175095914797,-0.0002702842546888151,-0.0002664556747487485,-0.0002727101107768197,-0.00027613644930982027,-0.0002850718527058031,-0.00028533058603629635,-0.0002946011912094708
77,-0.00027372007708939333,-0.0002468515127422485,-0.00024267881102856508,-0.0002476470869578239,-0.0002544518515840768,-0.0002625773478168816,-0.000261516051062769,-0.00027288243302129277
78,-0.000297847838149875,-0.0002712177608365215,-0.00026729917427564305,-0.00027277948955240443,-0.00027788568982030235,-0.00029000525104438734,-0.00028878442035298283,-0.00029946167077538787
79,-0.0002910371308384782,-0.0002627112415462105,-0.0002585279808589715,-0.0002706315775757665,-0.00027588281782067975,-0.00028344503934842665,-0.00028139614070344537,-0.00029507204880283835
80,-0.0003013107054801582,-0.0002750218330701391,-0.00027636523328329116,-0.00028282668766932244,-0.0002896153584584325,-0.0002939454441201086,-0.0002930830710151384,-0.00030676550409368066
81,-0.0002991346743144159,-0.00027372021934465597,-0.00027418811752820616,-0.00027598538422388103,-0.00028566962962780465,-0.0002965290343646169,-0.0002941829704251388,-0.000306301931308668
82,-0.0003371277371316878,-0.00031223431065350915,-0.0003231301047146182,-0.0003236345232969156,-0.0003274576578189757,-0.00033552588414264027,-0.0003337146322980152,-0.00034527370554561623
83,-0.00032053689214013207,-0.00029340986473507083,-0.00030026367199345214,-0.0002926865114243136,-0.00030632705375186397,-0.0003181190940892607,-0.00031349335330316166,-0.0003244784625796264
84,-0.00032250476399852215,-0.00029581377013340927,-0.00030645096271833566,-0.00029744516820665316,-0.00031252311665822945,-0.0003212212035953309,-0.00031809994726784936,-0.00032742199779016613
85,-0.000338173203782194,-0.00031026731198032366,-0.0003227495790791878,-0.00031400279177952337,-0.00032701464596765354,-0.0003352064090889502,-0.0003308040944464507,-0.00033944691095164065
86,-0.0002959263192964422,-0.00027070571256102125,-0.00028912041377507456,-0.00027740071807069044,-0.000293557892429762,-0.0002971265198277156,-0.00029340874832116604,-0.00030200833536317466
87,-0.0002995718851661341,-0.00027248571786298107,-0.0002840314486433809,-0.0002782871111778868,-0.000288785113257168,-0.00030356413322510053,-0.0002970820673699666,-0.0003054660159534004
88,-0.0002861874977240003,-0.00025823445855604343,-0.0002661238868896268,-0.0002592726206356995,-0.00027044792338347623,-0.0002895804552741638,-0.00028268790027227605,-0.00029064922748887477
89,-0.00033411490016004166,-0.00030373507321713176,-0.0003079725774185522,-0.00029776802780211327,-0.00031288161480683385,-0.0003309349352551763,-0.00032153432127089346,-0.00033043623008376663
90,-0.0003975636349663211,-0.00036680989456913416,-0.0003776653948109087,-0.00036654442423094264,-0.00038060491090330866,-0.00039930872713073547,-0.0003919302739462641,-0.00040244066971643644
91,-0.00035497213076277344,-0.0003232353546084117,-0.0003338108407479347,-0.0003207930958938776,-0.0003308497436622639,-0.00035489667673552764,-0.0003477315723692308,-0.0003572775258794189
92,-0.0003288266451168308,-0.0002985355616855381,-0.0003099667791823351,-0.00029569648823109815,-0.0003080579356086676,-0.0003304262034728086,-0.0003227489430835809,-0.0003326608251966103
93,-0.00032927058658454596,-0.0002982776852585792,-0.0003115772129246974,-0.00029334145044160954,-0.00031411037068144776,-0.00033183771677000124,-0.0003214992778237205,-0.0003348919001696575
94,-0.00034483405007371506,-0.00031433538797341506,-0.00032199097680957455,-0.0003063463407518931,-0.0003356509394394586,-0.0003493506634603282,-0.00033977318027997403,-0.00035565515213730733
95,-0.00038045607045593556,-0.0003480015035124312,-0.0003569415648791613,-0.0003386488255910043,-0.0003708044097830643,-0.00038533148468661234,-0.0003731827945493434,-0.00039220028223516194
96,-0.0003636966139615565,-0.0003321786516717934,-0.0003356473999476993,-0.0003202903993661673,-0.0003533641514511953,-0.0003683113351465134,-0.00035804885458012414,-0.00037568362709207117
97,-0.00036033317831250935,-0.000324185464060354,-0.00032784591168724214,-0.0003117546276289969,-0.00034275678274199795,-0.00036319988936281964,-0.0003518399758315237,-0.0003676905601228941
98,-0.0003562104816196154,-0.0003202789266871968,-0.000321951279008493,-0.0003082341345519401,-0.0003374362345334135,-0.00035915927313782487,-0.0003481848572696545,-0.00036326364738767586
99,-0.0003629554844730864,-0.00032581801388179346,-0.0003247414238587033,-0.00031088480429385297,-0.00034167033915857836,-0.000364775860017668,-0.00035542939904424945,-0.00036681196821645746
100,-0.0003195707816795018,-0.000282633535670654,-0.00027856176996943845,-0.0002721710753658799,-0.00029789607788626257,-0.00031882359430494774,-0.0003102852475567542,-0.0003217762498927018
101,-0.0003517456540948453,-0.00031477483453342276,-0.0003102865294714013,-0.0003016992115021142,-0.0003298577485041447,-0.00034862483912584,-0.00033993313728661247,-0.00035139455205555594
102,-0.00033604152306600433,-0.00030057871372098815,-0.00029706348375735777,-0.00028945804373219146,-0.00031903558157869017,-0.0003372868062235582,-0.00032709347997634717,-0.000338633843534225
103,-0.00035465210591019756,-0.00031810252614745304,-0.00031342631430861907,-0.0003062098033023177,-0.00033594066041596455,-0.00035516440850641716,-0.0003449771296405817,-0.0003574994434897007
104,-0.00032037234773203623,-0.00028274524355887694,-0.00028091530718847763,-0.0002734030517772188,-0.0002995155594046322,-0.00032129215571195503,-0.0003112174598890214,-0.0003263617185534046
105,-0.0003675236675084061,-0.0003277909109607435,-0.00032839214421874176,-0.0003267705879107019,-0.0003500803733306507,-0.0003669288439977257,-0.00035786053655606975,-0.00037356612272898977
106,-0.0003663996402860346,-0.00032782887371396273,-0.0003251709646252055,-0.0003235187238148751,-0.0003513034865604785,-0.00036817447323450587,-0.00035944327322926016,-0.0003744147602600474
107,-0.00039325133963854543,-0.00035544293637750513,-0.0003570340080856878,-0.00035965431214115987,-0.00038645212295689116,-0.0003958190795792049,-0.0003878797171736231,-0.00040300793475750115
108,-0.00037754951681425635,-0.00033893087501071805,-0.000335970521439346,-0.0003333284576410255,-0.00036350870781997734,-0.0003790254379263905,-0.0003721575656636815,-0.0003875163900393158
109,-0.0003732470568447424,-0.00033646407098168626,-0.0003394762742018797,-0.0003371735608360315,-0.00036642371706141193,-0.000377553816325348,-0.00037071691355295664,-0.000384697189752971
110,-0.00039512581711640885,-0.00035668831815028614,-0.0003642354458071446,-0.0003582337810667829,-0.0003883572744577302,-0.0003980015334228782,-0.0003904971470952448,-0.00040619199167388675
111,-0.0003773945824766672,-0.000340595631118749,-0.00035084208499505616,-0.0003436858014322927,-0.00037534360409979914,-0.0003847154460848641,-0.00037596795750867993,-0.00039173361850172993
112,-0.00036288538738664166,-0.00032510086245707856,-0.00032877344126739055,-0.00032942695496986676,-0.00035551259049311414,-0.0003707370709161123,-0.0003617174059254477,-0.00037786455839642746
113,-0.0003557354247074968,-0.0003182558750559924,-0.0003152279473972884,-0.00031733521918410866,-0.0003437900708591044,-0.00036536832445454616,-0.00035706824151898113,-0.00037160664489416093
114,-0.00037007584607462614,-0.0003324815886835639,-0.0003271103296583128,-0.0003290095705090595,-0.0003569545240215316,-0.0003745839947904539,-0.0003667979284536556,-0.00037932130742542947
115,-0.0004107960486768544,-0.0003715050364276599,-0.0003650518409935432,-0.00037233661707410695,-0.00040139183791180176,-0.000417060974334582,-0.0004090185559292946,-0.00042338389480575455
116,-0.00037106539235878745,-0.000330787524545894,-0.00031856540843005685,-0.0003292255383591242,-0.00035776819876876177,-0.0003748553238701019,-0.000366565278302637,-0.00038110177711201564
117,-0.00036617695305948437,-0.0003271014603619219,-0.0003193888454873496,-0.00032749364883594855,-0.000359210493698496,-0.000371338211072477,-0.0003615318367556286,-0.00037729696156690065
118,-0.00037371234330406476,-0.0003357330929152895,-0.00033349272373419406,-0.0003390933385185827,-0.00036701497875135674,-0.0003809888175278705,-0.0003710240014146082,-0.000387265249436688
119,-0.0003804716453040956,-0.0003395416666497363,-0.00032938925049168726,-0.00033938929451471134,-0.00036843029477186197,-0.00038622642026100626,-0.0003760699348004814,-0.0003919714059306656
120,-0.0003842384913676192,-0.00034132061831179173,-0.0003306360646454756,-0.00034442065061681353,-0.0003728689721382143,-0.00038811133769854617,-0.0003807466391949532,-0.00039749333973789023
121,-0.000411212288068077,-0.00036659309729914267,-0.0003471047505815793,-0.0003640238274092225,-0.00039591523671356183,-0.00041230181710819194,-0.00040461232297927076,-0.0004225720926875595
122,-0.0004198350641308949,-0.0003735102139101626,-0.0003624141386762793,-0.0003679007850987725,-0.0004039105007009021,-0.0004196738247447389,-0.00041147740734979305,-0.0004336052290531191
123,-0.00040745169404845876,-0.00036186134965819346,-0.0003496925720554346,-0.0003553265351990247,-0.00039287545450209763,-0.00040856775934701363,-0.00039932083084134445,-0.00042366275332052293
124,-0.00041798858119278264,-0.00037239476518246813,-0.00036409848723662543,-0.0003660427006296866,-0.00039878628812984435,-0.0004188838851277385,-0.0004104149077390527,-0.0004330031598215149
125,-0.00036351934495676923,-0.00031889081154189077,-0.0003124333597337614,-0.0003167038128899305,-0.0003461364664093005,-0.0003642369408151803,-0.0003550187627148894,-0.00037525853874823315
126,-0.0004039496683980906,-0.00035857373529904956,-0.00035037444999110035,-0.00035049927300588444,-0.00038184006327017815,-0.00040508727675342984,-0.0003949563198254233,-0.00041550257004565244
127,-0.0004125468429958128,-0.0003672723262449226,-0.0003559879979283845,-0.00036351552123743203,-0.0003920552297620103,-0.0004163453607587948,-0.00040482087784337955,-0.00042531816446221354
128,-0.00041740306737061956,-0.00037167851073374806,-0.00035743503266998485,-0.0003641037746119567,-0.0004007177596981221,-0.00042059280083204463,-0.0004083751390856353,-0.0004301082119545421
129,-0.0004051320494857367,-0.000360311513958619,-0.00033949710335812844,-0.0003503394064131296,-0.0003829177439889412,-0.00040707931754098355,-0.00039399882063968317,-0.00041444965640196187
130,-0.0004231772235273901,-0.0003783236552186561,-0.0003664419427256926,-0.00037328294722909665,-0.0004061298065204832,-0.000423330807025242,-0.00041009694891102494,-0.0004316386064531978
131,-0.0003986811016258338,-0.00035208388743189305,-0.0003340374199265151,-0.00034673726451506617,-0.00037513916062907956,-0.00039794482652633745,-0.0003845269795651979,-0.0004040447864645763
132,-0.00043130424545631443,-0.0003845639777214013,-0.00037333454030378393,-0.0003838769162304649,-0.0004181819125480562,-0.0004313900300995227,-0.00041749183637474787,-0.0004390173034654692
133,-0.00042927636947769727,-0.00038272712902725196,-0.00036169928983145554,-0.0003733160033658539,-0.0004041073748141635,-0.00042790201549940593,-0.00041508761024101247,-0.0004332467552237018
134,-0.0004416841536690806,-0.0003966617578102444,-0.0003885229886671856,-0.00039655484472137463,-0.00042576786182916193,-0.0004446366340401231,-0.00043234091281414065,-0.0004527810397436942
135,-0.00044526119860772875,-0.00039899948093124956,-0.0003910676072979246,-0.00039661972933355006,-0.0004300865238643144,-0.00044783052180318543,-0.0004349118136393231,-0.0004546357645482697
136,-0.000393402449211304,-0.0003491408008621067,-0.0003396390769303062,-0.0003505222195598097,-0.0003820057481899707,-0.0003962000465424758,-0.0003862775246196621,-0.00040420170286083174
137,-0.00042389436331064325,-0.000377904587915575,-0.0003638576202258489,-0.0003750231779089418,-0.00041309263628887103,-0.0004243366842528555,-0.0004136329324450714,-0.00043354310829474025
138,-0.00042964770094629196,-0.0003832194807037712,-0.0003663131081452929,-0.00037830954601430697,-0.0004160439028333569,-0.0004332167835695672,-0.0004221333634657356,-0.00044279765761408703
139,-0.00043383136965172717,-0.00038963796176451246,-0.00036588229578801636,-0.0003828581397090012,-0.00042772756477715124,-0.0004349915241261512,-0.0004276524713113015,-0.0004462006114547105
140,-0.00048487673710228884,-0.00043574708138171934,-0.0004122295520003157,-0.00042642177649610555,-0.0004704455480386113,-0.0004850498589807778,-0.00047443472621447775,-0.0004964776017269465
141,-0.000425099248657865,-0.00037774850041551113,-0.00035213029232914074,-0.0003626411959391484,-0.000412053597343087,-0.0004240636283312462,-0.0004144550595074893,-0.0004365885074093581
142,-0.00043684387592919573,-0.00039118863836226013,-0.0003679883623887805,-0.0003852447081701928,-0.00042915832720263056,-0.0004397030738340938,-0.00042895956974537785,-0.0004531346616023921
143,-0.0004639420112919131,-0.00041869741555639094,-0.0003967948662826055,-0.00041271780263448275,-0.0004544340586867078,-0.0004667678012114787,-0.0004542412949345527,-0.00047922674975057133
144,-0.0004491890942526245,-0.00040482125205932706,-0.0003760746322936675,-0.00039874069229444667,-0.00044481583504247,-0.0004537829372098884,-0.00044026792901529,-0.00046641679476198814
145,-0.00048433371342863153,-0.0004424638622136802,-0.0004125921235132667,-0.0004342505973332184,-0.000477303827143353,-0.0004891992082863318,-0.00047199007020345653,-0.0004994895729292191
146,-0.00047385501538837576,-0.00043234786696267106,-0.0004007098919587775,-0.0004228992394182707,-0.00046891011986876775,-0.0004791774125060928,-0.00045919575269046494,-0.00048823722021257667
147,-0.00045501125506086843,-0.00041035732468055184,-0.0003850843301701715,-0.00040392066453910484,-0.00044432034512352394,-0.000460354620686024,-0.00044193536659073803,-0.0004685530564240153
148,-0.00045035270777686695,-0.00040747649985282345,-0.00038610360102196863,-0.00040059360467236944,-0.0004413624477669797,-0.0004550153916526794,-0.00043639489314133394,-0.00046349534418820904
149,-0.0004738164872210501,-0.0004314622269108084,-0.0004083651272358921,-0.0004249137521720468,-0.0004619527590848829,-0.00047706596448690797,-0.0004558213728216555,-0.00048446476998198544
150,-0.0004414911966393727,-0.00040129596287416763,-0.00038129177933195527,-0.0004044063631887726,-0.00043634686005310013,-0.00044412968271149197,-0.00042320031837191194,-0.0004539436840132883
151,-0.0004570854443419001,-0.00041682328440284224,-0.00039721056108543923,-0.0004154913473928043,-0.0004473362646929427,-0.0004598177971880064,-0.0004401804324706736,-0.0004723552707721353
152,-0.00043285140310494834,-0.0003949825740339188,-0.00037872780796693346,-0.00039366678154124484,-0.0004248384936358962,-0.00043665669613302747,-0.0004169198245077816,-0.00044785695059809785
