horizon,V,C,Y_1,Y_2,Y_3
1,-2.4172798485395372e-05,-2.4120063054777538e-05,-2.4580547035000768e-05,-2.4713310056646714e-05,-2.38086078602626e-05
2,-6.0194398095207925e-06,-6.075456008973531e-06,-8.072617829654341e-06,-8.114556158274684e-06,-7.247915692847602e-06
3,-2.3004997798478494e-05,-2.3078768401359748e-05,-2.6051707834405454e-05,-2.4296356640629314e-05,-2.5141984674755083e-05
4,-2.4234518304557327e-06,-2.273358953958673e-06,-1.4433484236401462e-06,-2.7152294281023418e-06,-3.2269991291295976e-06
5,-2.3236843830162977e-05,-2.306790543930879e-05,-2.1430206200488457e-05,-2.3106230085524528e-05,-2.443718278407373e-05
6,-7.41321036351877e-06,-7.419586108341928e-06,-9.043176684037089e-06,-9.165219878957394e-06,-1.160036403433594e-05
7,-6.452689882779508e-05,-6.418262419125831e-05,-6.637968240721107e-05,-6.468448442413684e-05,-6.757185589723015e-05
8,-5.8630763074156433e-05,-5.875228069049645e-05,-6.318976648862858e-05,-5.7857361281338056e-05,-6.445702918159667e-05
9,-7.982854472363134e-05,-8.003613617446979e-05,-8.403120771846104e-05,-7.948723874789828e-05,-8.382446668671782e-05
10,-9.359400687182738e-05,-9.337893021260125e-05,-9.219716634872365e-05,-9.043582557089008e-05,-9.168752939306373e-05
11,-5.507656852223332e-05,-5.484315748362214e-05,-5.568095158534231e-05,-5.398563096512807e-05,-5.797829516610548e-05
12,-6.345830162228294e-05,-6.281910618875685e-05,-6.054920301598966e-05,-5.944090447719596e-05,-6.328362401333604e-05
13,-4.0840260009833666e-05,-3.980472363589946e-05,-3.6906256262576665e-05,-3.464979483330678e-05,-4.081452802214785e-05
14,-7.104123728293572e-05,-6.877062148864713e-05,-6.271905237383175e-05,-5.685572556359378e-05,-6.607655029673192e-05
15,-0.00014268009966390832,-0.00014049620724985353,-0.00013783289281470463,-0.00013310535586697497,-0.0001392819634809803
16,-8.577171478846206e-05,-8.343812893280253e-05,-7.998802430364213e-05,-7.797786169388433e-05,-8.568549952517142e-05
17,-0.00010629089075330498,-0.0001043281009490344,-0.00010085802220414362,-9.801036053176367e-05,-0.00010405970958305865
18,-0.000109383768949912,-0.00010705100565896394,-0.00010181314971141496,-0.00010315157616567564,-0.00010435629085398975
19,-0.00010527272918250319,-0.00010345536610542921,-9.86877978192617e-05,-0.0001013491254160619,-0.00010255893402400594
20,-0.00011873239922811515,-0.00011644335477921897,-0.00010949440176239881,-0.00011557060605721791,-0.00011095925045859358
21,-0.00012448900340269485,-0.00012161835107498378,-0.00011618218141817685,-0.00011865350531964513,-0.00011922010436084146
22,-0.00010985659422156639,-0.00010635722353521604,-0.00010208521287091165,-0.00010226736860632256,-0.00010246732323838634
23,-0.00011510035258666625,-0.00011106150387382691,-0.00010288604328773584,-0.0001058017684089148,-0.00010727839690301538
24,-0.00013847930523478745,-0.00013442861148087418,-0.00012739505303871004,-0.00013089250121926598,-0.00013087273152977713
25,-0.00011165305729057794,-0.00010768146209670442,-0.00010137003227448459,-0.00010512315456064057,-0.00010234986155710625
26,-0.00013521243531488264,-0.00013166718402089872,-0.00012868902361351403,-0.0001299361333787431,-0.00012749777657462407
27,-0.00011906232078099773,-0.0001157468439454124,-0.00011592763261189306,-0.00011648296857093446,-0.00011533927031598744
28,-0.0001372773518360117,-0.0001334194586831913,-0.00013631670775076914,-0.00013408670178885208,-0.00013424732570907813
29,-0.00010080898029057411,-9.659476609203611e-05,-9.707891224982416e-05,-9.688918607233373e-05,-0.00010027345092344609
30,-0.00012656610289767548,-0.00012182636211706581,-0.00012131971810805091,-0.00011997246279660869,-0.00012540870620937242
31,-0.00012295722200649965,-0.00011916782949175429,-0.00011916290031236243,-0.00012078898120731697,-0.00012023909182963493
32,-0.00015276580726502609,-0.00014940347193284382,-0.00015239562924979793,-0.0001507739528906519,-0.00015336181568060625
33,-0.00020304950152708463,-0.00020017509631371888,-0.0002059848217775683,-0.00020088082672294402,-0.00020562153390385894
34,-0.00020506706453830037,-0.00020202959007030043,-0.00020815276298205234,-0.00020314659394133602,-0.00020579020135346216
35,-0.00019956437836937655,-0.00019563196709746034,-0.00020272161348087415,-0.00019158317851765693,-0.00020216294649874454
36,-0.00015141241123899543,-0.00014744833936960482,-0.00015636606668550945,-0.000148887899609282,-0.0001598745455781888
37,-0.00017131055095027486,-0.00016581323067512067,-0.00017003437371883247,-0.0001597338964689717,-0.00017042645557752557
38,-0.0001449805257727984,-0.00013874751300675927,-0.00014473916188015987,-0.0001302582315083416,-0.00014347926913393293
39,-0.0001743776320111614,-0.00016610235903566402,-0.00016935302896994864,-0.00015353291373307323,-0.00016698026392637905
40,-0.0002377104160451181,-0.00023000010234717217,-0.00023539958091907395,-0.000222842140950842,-0.0002375276072801545
41,-0.00021945633187956976,-0.00021052790925681604,-0.0002123849679267566,-0.00019818629514326965,-0.0002157055179390478
42,-0.00020569486322572682,-0.00019751814828076038,-0.00019790699855608965,-0.00018953376419547876,-0.0002001266056929703
43,-0.00021984537768077818,-0.00021055982389301832,-0.00020976887268867297,-0.00020566962700872994,-0.00021243566750950372
44,-0.00022278779136542814,-0.00021370438728869745,-0.00021434091751086114,-0.0002109320394277931,-0.00021765479334213492
45,-0.00023434285142898283,-0.00022473606965512497,-0.00021796053611662243,-0.00022245511913608222,-0.00022932953015091054
46,-0.00023430008749732815,-0.00022502816374867892,-0.00022422864317585452,-0.0002188970233100631,-0.0002250885591786218
47,-0.00023895872003310107,-0.00022820923650820893,-0.00022737723270635117,-0.00022686425191108196,-0.0002313204285232305
48,-0.00022073096696609965,-0.00021070375144967464,-0.0002086186453872269,-0.0002088326814002759,-0.00021200806345624668
49,-0.00028849727967412877,-0.000276409636028611,-0.00027390214773700006,-0.0002798814893145075,-0.00027237531804775436
50,-0.0002453246892784331,-0.00023340595297373083,-0.00022693584823731743,-0.00023637869261960233,-0.00022921959968797274
51,-0.00025300336292708044,-0.00024188646139032465,-0.00023967134728730688,-0.00024131977759626807,-0.0002442324557836232
