horizon,V,C,Y_1,Y_2,Y_3
52,-0.0002261950704910207,-0.00021574663640496234,-0.00021480920529975554,-0.00021552233071580088,-0.00022141978536585526
53,-0.00026782821470879177,-0.0002557425610870414,-0.0002567418441682156,-0.0002521589898169307,-0.0002627268967247821
54,-0.0002271791411661246,-0.00021438432395072207,-0.00021704781077420103,-0.00021842784752613062,-0.00021815764267492184
55,-0.00025691025414646126,-0.0002435016023936658,-0.0002489756770134093,-0.00024367565690567742,-0.000255417658933891
56,-0.0002445657022199043,-0.0002323749899004602,-0.00023529918109974082,-0.00023409943875845097,-0.000247405738017478
57,-0.00031550420234730615,-0.0003027891683503785,-0.00031159188516607114,-0.00030441890420520006,-0.0003171742328705752
58,-0.00031944689952814195,-0.00030710170847648993,-0.0003140687445052847,-0.00030282315588821485,-0.00032314157546964626
59,-0.00032661680215569756,-0.0003138339723993557,-0.00031765511035836835,-0.00031460631299513636,-0.00033401762928435134
60,-0.0003220031970402773,-0.00030897653137579,-0.00031750256189862566,-0.00030760036892798966,-0.0003275275384985363
61,-0.00027412016487799845,-0.000261289430658135,-0.00027488066583825635,-0.0002666301142385007,-0.0002807641341438136
62,-0.00028111333546599373,-0.00026694691713408846,-0.0002754624746094521,-0.0002665222498974113,-0.0002858279385254493
63,-0.0002809313986157398,-0.0002655428026045248,-0.0002736360752704789,-0.0002622370758878491,-0.0002855750678193108
64,-0.00029133320807378315,-0.0002755192897458854,-0.00028060881550923957,-0.0002712318303207653,-0.00029325782745777683
65,-0.00038042774633586054,-0.0003630048323139582,-0.0003723594273105872,-0.0003630130498719131,-0.00038940901512769143
66,-0.0003406876724748885,-0.0003215942405563176,-0.00032539512487545484,-0.0003219421082803936,-0.0003429367979988595
67,-0.0003050175281533495,-0.00028656986798353756,-0.0002905893303372653,-0.0002866500742687388,-0.00030320770795573917
68,-0.00031146046832630775,-0.000290998773730509,-0.0002954605935062892,-0.00029039118698642865,-0.0003081738586565431
69,-0.00033690908659237095,-0.00031489011755406,-0.000317219281047363,-0.0003132355803589347,-0.00033159314095709006
70,-0.00034298459781906265,-0.00031964609528991006,-0.000319733320696387,-0.00031580830713272756,-0.0003364424999243126
71,-0.0003399918566954627,-0.0003165600956672109,-0.00031486114802786383,-0.0003151641978682396,-0.0003344766374655768
72,-0.0003300121248450616,-0.00030438206561633877,-0.0003049018768365676,-0.00030243845249247576,-0.00031955712983545255
73,-0.00035495132496441264,-0.0003272902579382415,-0.0003262278650395928,-0.00032541923796928086,-0.0003376016444866228
74,-0.0003900922556469054,-0.00036234513561371885,-0.00035608345003667696,-0.0003663570195478774,-0.000371955276053523
75,-0.00034154632883163713,-0.000313501320944753,-0.00030322231974599755,-0.00031748534365373297,-0.0003217250019353
76,-0.0003552416859155806,-0.00032793920529248995,-0.00032348602871412824,-0.000329644247130887,-0.00033329005429691346
77,-0.0003269823978290059,-0.00029994898899232187,-0.0002951959585728656,-0.00030005309667714437,-0.00030706242244079603
78,-0.0003565484561435261,-0.0003297375027713667,-0.00032510942428216075,-0.0003304906081960037,-0.0003357929485144389
79,-0.0003485121653971582,-0.00032003154491812167,-0.0003151522027208252,-0.00032715653436687664,-0.00033259817805475413
80,-0.0003610443561526208,-0.00033459457677273766,-0.0003352211051786906,-0.0003416020299858687,-0.0003485811117957714
81,-0.00035908622613687,-0.0003335078976609454,-0.00033329806788525096,-0.0003349656710328344,-0.0003448344365809944
82,-0.00040492997803627577,-0.0003798444446093429,-0.0003900146027139041,-0.0003903542306778934,-0.00039434565323893456
83,-0.000384430178852987,-0.0003571014241407986,-0.00036331677437072583,-0.0003556102477137558,-0.0003694223999909509
84,-0.0003871082660245978,-0.0003602251993477134,-0.0003701667740987164,-0.0003610156840668273,-0.0003762176244667496
85,-0.0004053643299085156,-0.00037726777048839024,-0.00038902086806301607,-0.0003801354541364116,-0.00039334020808365745
86,-0.00035556866516788486,-0.0003301732408158282,-0.0003478741546873181,-0.00033606260327753457,-0.000352375608220296
87,-0.0003601255671517513,-0.00033285478521019623,-0.00034373950576862573,-0.00033783962089108154,-0.00034852514636248683
88,-0.0003438612426277381,-0.00031570139781858986,-0.0003229146385313034,-0.00031593016986472463,-0.00032727655077901017
89,-0.00039980903053774984,-0.00036918817737120166,-0.00037260677033956594,-0.00036227993826929924,-0.0003776127061010189
90,-0.00047733315813276673,-0.0004463097680284601,-0.00045615193689055734,-0.00044485709655269016,-0.00045918979197653615
91,-0.0004258054861233771,-0.0003938308971311658,-0.00040354834189893765,-0.00039035170312908197,-0.00040064290751701313
92,-0.0003947103009555205,-0.00036418479286495916,-0.00037478786745180506,-0.00036037421911801063,-0.0003729445343114552
93,-0.0003953121453817122,-0.00036405958904299864,-0.00037649524768004885,-0.0003581392333758505,-0.0003791125134748846
94,-0.0004146532090411896,-0.0003838908706982794,-0.00039063917429686023,-0.0003749323445153748,-0.00040445043323238117
95,-0.0004573580012465517,-0.00042463627619974064,-0.0004325491622394723,-0.0004141971079929628,-0.0004465814934985583
96,-0.00043733725817349467,-0.0004055713152195344,-0.00040804785247169586,-0.00039265053068218806,-0.00042598860493949734
97,-0.0004326963125513164,-0.00039626039974798824,-0.0003989714188924926,-0.0003827976472841711,-0.00041409712002409834
98,-0.00042776188167855495,-0.0003915232391150542,-0.00039227010852651325,-0.00037846008103525,-0.00040791311924021854
99,-0.0004356053467965787,-0.0003981327832091619,-0.0003960752859629959,-0.00038208710193142367,-0.00041314052094412203
100,-0.0003831211716354175,-0.0003459007944160292,-0.0003409463974077956,-0.0003344548037273982,-0.00036042503547078505
101,-0.0004212524842576285,-0.00038397907784231067,-0.00037850099493402925,-0.0003698269050630366,-0.00039835844772307327
102,-0.0004030760021893928,-0.00036732493803670087,-0.0003628117249506412,-0.00035511403479179365,-0.0003850528225220184
103,-0.00042534770795209925,-0.00038848376717336055,-0.00038267774368206867,-0.0003753700620578576,-0.00040549163585975
104,-0.00038446758311516156,-0.0003465328095174421,-0.0003437168524265735,-0.0003360630441557293,-0.0003625586065453267
105,-0.0004409395354894855,-0.0004008608919675242,-0.00040035300986083355,-0.0003986273450936741,-0.0004223914186992876
106,-0.0004400509301022349,-0.0004011675794592978,-0.0003973383218322718,-0.00039561163720157837,-0.00042386407040317014
107,-0.0004725670158213381,-0.0004344311291034696,-0.00043477581007217106,-0.0004371114375646911,-0.0004645133511903847
108,-0.00045365854319331255,-0.0004147190920608075,-0.00041059917154083616,-0.0004077144103083717,-0.00043843050625234675
109,-0.0004489700544937786,-0.000411839517156672,-0.0004136802959519329,-0.00041118684315326646,-0.0004408951557425016
110,-0.0004749734234639046,-0.0004361799050732594,-0.000442472374062317,-0.0004363000760080565,-0.0004668918053837507
111,-0.00045441715778748076,-0.0004172947187844969,-0.0004262686566876356,-0.0004189304501562055,-0.0004510959153506193
112,-0.0004370901729221917,-0.00039899316704669846,-0.0004014773651007154,-0.0004019674703687625,-0.0004285082415674397
113,-0.0004288581571744402,-0.00039098480888027264,-0.0003867686630487408,-0.0003887759640646088,-0.00041566361408166267
114,-0.00044498519469484457,-0.0004069601428777242,-0.0004002862071936379,-0.0004021154308665281,-0.00043049392062462157
115,-0.0004943080978392949,-0.00045450313970267834,-0.0004465588022108403,-0.0004537896807375269,-0.00048329223016958036
116,-0.0004460879539620438,-0.0004053598831372327,-0.00039184360579562033,-0.0004023760541622664,-0.0004313590690332691
117,-0.00044037791721962056,-0.0004008610016275885,-0.00039185880735338795,-0.0003998644677698318,-0.00043198133988963815
118,-0.0004498520389320236,-0.00041142641018514995,-0.0004078392488733333,-0.0004133257923868234,-0.00044163451503054544
119,-0.00045762167533816025,-0.0004162356837864198,-0.00040472073567146967,-0.00041464528294453347,-0.0004440956612770461
120,-0.00046219724900772684,-0.00041878643883026877,-0.0004067426542159883,-0.0004204312709768798,-0.0004493158327588105
121,-0.0004940639457288397,-0.0004489288585159657,-0.00042806892622211553,-0.0004448939082100073,-0.0004772060855404917
122,-0.0005043639441213919,-0.0004575444970135077,-0.0004449775494142546,-0.0004503628417931131,-0.0004868322904630287
123,-0.0004897695885855061,-0.000443693843166627,-0.0004299983815962167,-0.00043556353047114404,-0.000473581674320919
124,-0.0005023698390908509,-0.00045626554853204045,-0.00044639238561938077,-0.0004482106244261231,-0.00048144144546446456
125,-0.0004366812156544072,-0.0003915729057670603,-0.0003837710635720344,-0.0003879478103236802,-0.00041777224072440884
126,-0.00048519725818146333,-0.0004392904173800028,-0.0004296263904778281,-0.0004296331687374375,-0.00046139994944766695
127,-0.000495872156956238,-0.00045006793350697,-0.00043720695216037923,-0.00044460825863747915,-0.0004736268254455795
128,-0.0005015698505654114,-0.00045530323572447255,-0.0004393474861236324,-0.0004458926892375546,-0.00048295975699860896
129,-0.0004863862242534388,-0.0004409757619571388,-0.0004185814441559703,-0.000429352808326286,-0.0004623661226373552
130,-0.0005077331075906401,-0.00046225169055095545,-0.0004488314080012026,-0.00045553362560414975,-0.0004888137970664913
131,-0.00047798868825034874,-0.00043077257713262197,-0.0004111867530025701,-0.00042381405824282685,-0.00045260848420036287
132,-0.0005173848762254572,-0.0004699944786169372,-0.00045695929148796446,-0.0004675419890196361,-0.0005021174032527702
133,-0.0005145858192556091,-0.00046739806841591985,-0.00044459764872568377,-0.0004562413918311164,-0.0004872393940244951
134,-0.0005305598061673472,-0.00048488398289079634,-0.00047490892923537936,-0.00048295074790065797,-0.0005123834807968146
135,-0.000534655627907793,-0.00048772304743920764,-0.00047788897931382674,-0.00048345874100444794,-0.0005172017208269123
136,-0.0004727212595081592,-0.0004278193825791057,-0.0004166121483579837,-0.0004275184204547054,-0.00045923522935404336
137,-0.0005088893319280529,-0.0004622153885418568,-0.0004464141210890269,-0.00045762103165203414,-0.0004959514448917327
138,-0.0005164186190676493,-0.00046930965590169814,-0.00045054107661565126,-0.00046259348992930467,-0.0005005711443781704
139,-0.0005213324009246623,-0.0004764444784064365,-0.00045060948458455156,-0.00046765428361001256,-0.0005128653528789442
140,-0.0005822151467769209,-0.0005322914897285379,-0.0005064017686855786,-0.0005206721403433523,-0.0005650670911615007
141,-0.0005103435427310075,-0.0004622537779725947,-0.00043455061965861627,-0.00044518293180515985,-0.0004948573122116396
142,-0.0005252042868429066,-0.00047879091636857227,-0.00045339512819771546,-0.000470861853909582,-0.0005150111950582525
143,-0.0005575466790414998,-0.0005115207051212921,-0.0004873452564755015,-0.0005034211736287563,-0.0005453700987647509
144,-0.0005401252099320739,-0.0004950073148879825,-0.0004641617905614849,-0.000486893059057455,-0.000533167713338775
145,-0.0005819553093506276,-0.0005392355492135574,-0.0005072986376884834,-0.0005289692693072696,-0.0005722480243873857
146,-0.000569200718856168,-0.0005268375892299032,-0.0004932513639363518,-0.0005154495805709231,-0.0005616641727834306
147,-0.0005466303218410325,-0.0005011080693477588,-0.00047382906852861995,-0.0004927519982810511,-0.0005334261814728642
148,-0.0005409011560764674,-0.0004971764466313815,-0.00047382789323024245,-0.0004883742045125762,-0.0005294518281560988
149,-0.0005685521171281059,-0.0005253036516627335,-0.000500076256194898,-0.000516680307163532,-0.0005540243459506559
150,-0.0005297887831666566,-0.0004887788568281783,-0.0004668439829252141,-0.0004899503570410587,-0.0005221520502346297
151,-0.0005487966205174813,-0.0005076665245190149,-0.00048612634862541464,-0.0005043478581850922,-0.0005364874421687465
152,-0.0005198223972772364,-0.0004810818469692452,-0.00046296294963894564,-0.000477849341077341,-0.0005093334443936688
153,-0.0005810523226903161,-0.0005400954455099192,-0.0005196068290866076,-0.0005359203761010053,-0.0005633494153652019
154,-0.0005759308334609601,-0.0005337253421225543,-0.0005101211420883904,-0.000530285140240944,-0.0005569252967268913
155,-0.0005810396950060267,-0.0005395567221584257,-0.0005251562598911639,-0.0005404698924830627,-0.0005626669291475122
156,-0.0005611155561108963,-0.0005211096532269274,-0.000502776621208734,-0.0005184444988749846,-0.000541926559737384
157,-0.0005765235882992479,-0.0005380281867755237,-0.0005367552645369572,-0.0005488320453971092,-0.0005525038171102429
158,-0.0005997503320874752,-0.0005623229134127034,-0.0005568064896436173,-0.0005628160687367166,-0.0005646193181653396
159,-0.0006427272160278541,-0.0006053267604132424,-0.0006073504703580957,-0.0006112408007980615,-0.0006108476918274821
160,-0.0006224821215388655,-0.0005848808401346957,-0.0005860415507624624,-0.0005900744221131607,-0.0005867320521596271
161,-0.0006031060905737231,-0.0005693969889695774,-0.0005703122993001575,-0.0005794205816076184,-0.0005709002508060544
162,-0.000592901549507795,-0.0005605656994813713,-0.0005616961136360412,-0.0005675488922478632,-0.0005663921690851298
163,-0.0005674946285370601,-0.0005344928249907669,-0.0005372903164044533,-0.0005419483329853111,-0.0005409649675632409
164,-0.000580540411640997,-0.00055111482700707,-0.0005436085247348358,-0.0005532167700661576,-0.0005570186251888817
165,-0.0006548293173589156,-0.0006164462140631627,-0.0006130146264249456,-0.000616106322207152,-0.0006176323792756977
166,-0.000610021176035191,-0.000571779301857068,-0.0005706407740203495,-0.0005706464684142093,-0.0005705010110749502
167,-0.0005938589922159667,-0.0005564644381019195,-0.0005580590038245027,-0.0005621754749070573,-0.0005584869806232223
168,-0.0005788659184003854,-0.0005429940538218922,-0.0005462989105202571,-0.0005541905437904188,-0.0005445370823888051
