horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.03645425945362381,0.0073632723503627056,0.008072570431656746,0.006766048832511054,0.0062661463187165594,0.007293363794916178,0.008042464446849086
