horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20
shared,-0.302664165695561,0.22300148669679137,0.0016008613715518074,0.0010635892357214423,0.0017034964703007752,0.0020974319864016516,0.00410467967056262,0.0018453370366101657,0.002953545255490182,0.00300884812466976,0.0033347711430389616,0.00491314474879034,0.00415283054938328,0.005901738213590304,0.003701693837498798,0.0050817072303842355,0.007010761243224284,0.004196878811715553,0.005531108467146146,0.005102008472366079,0.009262842288239584,0.007767298660963631
