split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.001744667060102434,0.02536884326334323,2.3078410291235727,0.0,0.0
eval,cov_y_ridge_shared,0.0017119284110112395,0.02513481031798668,2.2605622728677837,57.95454545454545,2.048614079529717
