split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.0007312433303404299,0.01009763983078513,0.270436689970226,0.0,0.0
eval,cov_forecast,0.0007738534519391416,0.010428357587223571,0.2853220052799722,45.09966777408638,-5.504177451434195
eval,avgy,0.001153535528994673,0.01537829522273105,0.42210000934550623,20.024916943521596,-56.08089619495703
eval,y_mean,0.0010484085555566138,0.01486208538071593,0.3831948749060038,21.980897009966778,-41.694854698965585
eval,cov_ridge_shared,0.0007272628784924344,0.010096263914258835,0.2693498787454787,52.76578073089701,0.4018726988808178
eval,avgy_ridge_shared,0.0007209209047580559,0.010195937290583667,0.26789878200840617,51.823089700996675,0.9384480937476587
eval,y_ridge_shared,0.0007180452955709509,0.010239995252763963,0.2672864577768105,51.81063122923588,1.1648686403321842
eval,cov_y_ridge_shared,0.0007181532296797494,0.010228752590082086,0.26727983954648626,51.83970099667774,1.1673158786580737
eval,cov_avgy_ridge_shared,0.0007209197434347304,0.01018238851299795,0.2678633907659603,52.07641196013289,0.9515347952783529
eval,residual_ridge_shared,0.0007115425744649404,0.010264171003795933,0.265505947781177,53.67109634551495,1.8232519372988543
eval,full_ridge_shared,0.0007112428475090063,0.01025080211670482,0.2653850951424818,53.55481727574751,1.8679398968758119
