horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.027780406979729735,-0.026600052976333055,-0.0013235447896217845,-0.005918904351575622,-0.0020468142119033413,-0.00611221635032094,-0.005271838402669031
