horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.12642649999378214,0.0033745025684747076,0.005834571580351666,0.005240785737343392,0.04827414358031761,0.0396094210294654,0.03771448896853417
