horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.017266009302414502,0.02571524272036945,-0.010349857611960502,-0.002341524155230654,-0.05306777004978764,-0.0439099268304592,0.02810065773216086
