horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-2.5242242882005666e-05,-1.6727287531194994e-05,-3.0523293753439847e-06,-4.173166036031077e-06,-1.4072563411895643e-05,-1.8004260643388646e-05,-1.5597255965908262e-05
