horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
1,-2.0681729110946183e-05,-2.0584871357229306e-05,-1.9720997237627475e-05,-1.9209977224322833e-05,-1.8623528900572747e-05,-1.9280415268989136e-05,-1.9309662190846262e-05,-1.841135838163047e-05
2,-4.5679630399443685e-06,-4.5837926881829555e-06,-7.171347997995836e-06,-6.677788109937302e-06,-6.586904225265281e-06,-6.938967461371477e-06,-6.779443680923877e-06,-6.573652914239785e-06
3,-1.814948927490831e-05,-1.815906542423905e-05,-2.0869280282747562e-05,-2.346364412843114e-05,-2.149095870102402e-05,-2.0765863144449464e-05,-2.454411118874626e-05,-2.2130195609874425e-05
4,-8.418825985566392e-07,-8.110993358835983e-07,-3.713286397382852e-06,-5.178634580566263e-06,-3.2403658286917774e-06,-3.2084386952273957e-06,-7.029683702932467e-06,-3.7320370071859658e-06
5,-1.7887597163525318e-05,-1.7623309006383815e-05,-2.2193368907904498e-05,-2.2209455458856235e-05,-2.0913964823338422e-05,-2.154608522269948e-05,-2.45716088525709e-05,-2.1229323603592896e-05
6,-2.9547054595580938e-06,-2.8688926557264967e-06,-1.5240208632042968e-05,-1.1540644915848094e-05,-1.3334006605466807e-05,-1.3978638625817992e-05,-1.5129801702837719e-05,-1.3754968571101448e-05
7,-5.0006302774735305e-05,-4.975688039748535e-05,-6.210951192406099e-05,-5.740960568944757e-05,-6.334165588592939e-05,-6.15314274621309e-05,-6.446480085501933e-05,-6.255272272459318e-05
8,-4.531389125413305e-05,-4.5122864427174114e-05,-5.665396662770255e-05,-5.344348073602795e-05,-5.769308450771589e-05,-5.8124957921638544e-05,-5.9885183122014006e-05,-5.824050667747319e-05
9,-6.286110197601543e-05,-6.290482014765512e-05,-7.580644955494114e-05,-6.936560180341927e-05,-7.719746298155324e-05,-7.668037057698964e-05,-7.438279266918361e-05,-7.5738239368404e-05
10,-7.454569941872817e-05,-7.469898596703373e-05,-8.530383917731629e-05,-8.079927551839716e-05,-8.341213934122868e-05,-8.505275188612702e-05,-8.355459772052526e-05,-8.203425033632233e-05
11,-4.2776890644745474e-05,-4.268044009473126e-05,-5.330488860685629e-05,-5.002739216181875e-05,-5.3467623077613865e-05,-5.3883949892757746e-05,-5.2491795732630046e-05,-5.041060691569219e-05
12,-4.95941075899952e-05,-4.92989122841445e-05,-6.008994964216994e-05,-5.1960961539713564e-05,-6.117585749391237e-05,-5.9827327714539386e-05,-5.712736291259793e-05,-5.750494027801183e-05
13,-3.057637726018826e-05,-3.067669893177057e-05,-4.300843699694657e-05,-3.177902303359195e-05,-4.1438261583039184e-05,-4.227302155291424e-05,-3.7224883104308675e-05,-3.75606403205362e-05
14,-5.538421309145777e-05,-5.5546775248274e-05,-6.234884490468779e-05,-5.6780420331359896e-05,-6.451689919581192e-05,-6.487139109319522e-05,-5.968975226570235e-05,-6.118901406065055e-05
15,-0.00011706148710920238,-0.00011670931625597396,-0.000121148495769501,-0.00011413046953012037,-0.00011920127912456772,-0.00012361164314043103,-0.00011934148698250952,-0.00011538429069676347
16,-7.017428576788705e-05,-6.984241291717535e-05,-7.481437958686154e-05,-6.461051186730861e-05,-7.136295384319583e-05,-7.724619542128825e-05,-7.131001163490592e-05,-6.77131857107419e-05
17,-8.621149813453161e-05,-8.612661736353434e-05,-9.2288580056513e-05,-8.417001584137524e-05,-9.162886561588978e-05,-9.411632799047764e-05,-9.016391054646822e-05,-8.715516308024049e-05
18,-8.813187333723925e-05,-8.857221507822336e-05,-9.646050973262434e-05,-8.890668945196815e-05,-9.452470922658698e-05,-9.702525969358875e-05,-9.373610851844961e-05,-8.829742925119358e-05
19,-8.547261921696259e-05,-8.624498320295081e-05,-9.186610328499422e-05,-8.296747237364119e-05,-8.862411847942387e-05,-9.437798661087753e-05,-9.274787452120984e-05,-8.455587826431623e-05
