horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,0.000983572010135258,0.0011189521451759334,0.0010399236253140012,0.000962977383891642,0.000987464096975052,0.0008931735273479559,0.0012593668540278756
