horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.003563042290723248,0.0009288185034566467,0.007292256128830764,0.005350282617946102,0.014004933851624586,0.01735041353281915,-0.012488719683373352,-0.013943928993954724,-0.011648244637428504,0.0012395725839111275,-0.0154827711898199,0.015513847253648617
