horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.03642353817493116,0.030951865886184177,0.03334816287866522,0.05590155341465348,0.05311303183927573,0.05667680583227945
