horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.05007694001584204,0.030622967112310627,0.026640571872784773,0.029395721684543477,0.05804507884144157,0.055086069386406054,0.05881166969808565
