horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
1,-0.01988562662306513,-0.01620856900423364,-0.0005207552581648655,0.0019365120732181766,0.0026348494640665568,0.001321992909625345,0.004858449918317477,0.0039650357398726
2,-0.027191732269702666,-0.020093827448474023,0.0024570707892031347,0.0026590984919886668,0.007481797269538307,0.005230898608368991,0.0025484931576259763,0.005597271582142092
3,-0.03526321434034133,-0.023714115687301883,0.009193336454956366,0.02006355438478477,0.015587728726470086,-0.0015331400422888247,-0.0029891189872076084,-0.00359465015826087
4,-0.038750629583372075,-0.02844013318419451,0.0260669701141556,0.025737044203630637,0.03219724348833288,-0.0113136289477853,-0.016279776184624922,-0.022030056269874206
5,-0.04366106809770503,-0.03371738318234889,0.044588187788754674,0.040660093318281326,0.030868667132667664,-0.017604460606846072,-0.02240150136505799,-0.03292621241576913
6,-0.03369511750477869,-0.02905507017732842,0.030606530127648978,0.027615717336025823,0.018646844412781187,-0.012376281059569784,-0.01719391237304455,-0.017881321054960174
7,-0.015798991955811113,-0.0176216484642449,0.007152199053023355,0.0053116819228921615,0.0045039607532471725,-0.004915965100126182,-0.007452049414559792,-0.01164273338170243
8,-0.01242510628535824,-0.01272507836229087,0.0017306728571523605,-0.0030878340195614764,-0.011408582515376632,-0.006433006594066341,-0.007815616221389118,-0.011548778883409973
9,-0.010656491746414221,-0.01294619131135349,-0.013461172018108923,-0.012734209053829803,-0.01522881099686894,-0.0030318499352332906,-0.0025508931212284633,-0.0026321819352875
10,-0.01793236520603936,-0.01890318349430776,-0.011634781196870522,-0.01503326987905548,-0.016488238408290088,0.0025712330627987207,0.002918555243280639,0.0051063639185888994
11,-0.02243826585098059,-0.02001932046676915,-0.002203749966541205,-0.014360233363884787,-0.015739243851664326,0.005898947043355543,0.005247908958346565,-0.00012677930948403848
12,-0.020878673760100518,-0.018486626946361547,0.006354389264129265,-0.016089334909686486,-0.012607197142387176,0.007231779928100741,-0.0024563211265965475,-0.007469810088850464
13,-0.011537045343238144,-0.007272988921600387,-0.011091965459423661,-0.006523827251260059,-0.0060476599948348555,0.0012599198178770755,-0.010980847702724337,-0.008446820429647511
14,-0.005343178395339598,-0.001378200103511736,-0.013583136548809356,-0.003746248198370917,-0.021389296543608532,0.0009108376957951509,-0.0134271302374269,-0.01029113693705013
15,0.0024373559896792717,0.005571133237394776,-0.029567172763336678,-0.011475856333814429,-0.026441645099098198,0.004098532182791585,-0.009752567841043324,-0.006526415268780161
16,0.006816634323450173,0.008987988468946833,-0.022661956067835595,-0.03157055135052849,-0.020024487832608417,0.00044823626875589923,-0.017569081074736786,-0.00722814940936016
17,0.017383955882127104,0.00974175004775832,-0.02178208578381355,-0.02152336802661213,-0.024843289434529597,0.0017180512104098817,-0.019557260125899038,-0.016730232235135156
18,0.022273521646824574,0.009022209225952406,-0.01921695943739699,-0.025399753719065856,-0.023545037973387032,-0.0019455260485671214,-0.015125895503073574,-0.01564199579575612
19,0.013122949343874334,0.0009698879459686335,-0.03456515977035258,-0.003515861379844059,-0.025607145680474,-0.004624004700971419,-0.006052854677564961,-0.010154506299562825
20,0.004957066667714267,-0.002609551758263263,-0.028374626773374767,-0.005199633138818351,-0.03037190801032156,-0.003564687867180223,-0.0032197020893506736,-0.007828612169911238
21,-0.001791111259723067,-0.00214283531322336,-0.017374773080932267,-0.016549892750518592,-0.035252144069403,-5.845594098468049e-05,-0.0036774149014540828,-0.008774505453982525
22,0.003393824202568633,0.007108724483964313,-0.014349359981227938,-0.02297161153623614,-0.049174541159599475,0.001992755824997107,-0.007960738208006251,-0.006401931290621844
23,-0.005120309721751126,0.001643597620302865,-0.014871299748489854,-0.03029695804655545,-0.033803217831758735,0.003120916283699875,-0.004222823221374693,-0.0019831370728983057
24,-0.02734136220232232,-0.01716049261802255,0.008548712836920247,-0.025878467521093993,-0.02111182483332405,0.001810115975519573,-0.004805549163676081,-0.004228637066957287
25,-0.034652274714735455,-0.021411458070594372,0.004293779490279457,-0.011093650655824799,-0.007699319750364669,0.0036363270316289715,-0.003929649421197212,-0.0073668233822046306
26,-0.034528853087964564,-0.01925837327722838,0.004555549947905341,-0.002106775574855177,0.004432412303760925,-0.0007091925274179561,-0.00855834013650858,-0.009625774108998755
27,-0.03692860217581585,-0.017143010709167336,0.01966100684653167,0.0004708476795051401,0.009102679778347826,-0.007714059191743219,-0.014669478548299796,-0.010134892278567573
28,-0.04096803226097877,-0.021067179494273107,0.02930656023816107,0.018711160848857072,0.014837628683422093,-0.01641645804392394,-0.019674542628568117,-0.013201684578719262
29,-0.034810751918558175,-0.021984474766512663,0.03524379604343868,0.030960302319185062,0.02915913781185142,-0.02919195772228182,-0.031058793641463356,-0.026243355767363204
30,-0.03121659722463939,-0.02555103865001053,0.032985147176578106,0.04409722202988958,0.03224557271834319,-0.03505408228867126,-0.03232638143473497,-0.03420624306297237
31,-0.022536015337333872,-0.023133435841967767,0.022601390962000548,0.02959067104525813,0.016490418422402054,-0.029571243489637116,-0.025997694732747937,-0.023349803164658275
32,-0.012890300606423832,-0.01783261216879209,0.007318016578655856,0.007413521519254304,0.004461295511516051,-0.017606167064596147,-0.019157093374541037,-0.014584625014064816
33,-0.010674414765486294,-0.014909974784593478,0.017269658236364102,-0.001275377786991263,-0.022468438696958654,-0.009137997032042981,-0.012865991383146745,-0.011296091653764242
34,-0.010680055818920033,-0.013461781934269763,0.0018092022811271426,-0.008285917304683416,-0.028173438249865512,-0.0036645253450750394,-0.005751308180981018,-0.004733801386116209
35,-0.020083393416423307,-0.012952190783567586,-0.0025356026989657074,-0.01879065410891477,-0.0301591346285276,0.009205990978582533,-0.003037819002306824,0.005178263719923604
36,-0.018035881026786032,-0.00753095205897523,-0.014978137959338611,-0.015662385705806404,-0.032456060988848505,0.019364533935681317,-0.002693873321092251,0.003592877625048257
37,-0.013244743798948494,-0.005310022714017653,-0.016450668368450272,-0.02133341788458758,-0.020471001917179942,0.01567802592446745,-0.004827808173341092,-0.0066041579193745785
38,-0.006545397899923339,0.001185787706256219,-0.014305333422914145,-0.018605481757245964,-0.011234372099885896,0.008643287650435668,-0.008996604752122075,-0.012492365253668852
39,-0.009451744913103473,0.000995929950858627,-0.019504244384847283,-0.016239860217820656,-0.009810847408186687,0.0030497532973855794,-0.006896724366635564,-0.00878744545847304
40,-0.017206672433702636,-0.007063726306769082,-0.05029996027059391,-0.014469036265904161,-0.017557853553335362,0.0035994502055732083,0.010191691969475988,0.004253705881819947
41,-0.011074602983229013,-0.004941096421004128,-0.046196746456713636,-0.026015084128018593,-0.028867016880619472,0.002086818772113218,0.006267735041733662,0.005398493641343179
42,-0.0011094903240019638,0.00039637457022031466,-0.03419671157487489,-0.029661062082379546,-0.03935522567789946,-0.003309404152942443,0.006473740927454769,-0.001410071246291226
43,0.002523199712102465,-0.002031290815513805,-0.03607330271113732,-0.027068325066282442,-0.036084305586324875,-0.004124504865584679,0.011533307553761925,-0.0027641664123788947
44,0.001908973032636958,-0.0032718590319780333,-0.03792616928484814,-0.017962839424591828,-0.04239329825567714,-0.0053468826963696285,0.014348911800564489,0.0007283186389977059
45,-0.0025333700622475358,-0.0022471628589762743,-0.025195904542802655,-0.0225602392168174,-0.049715074032430195,0.0015885962420358047,0.013726358385281934,0.00485705917022664
46,-0.008145332321955807,-0.0017525814089180774,-0.003293154922330587,-0.037199708927937884,-0.045664409386026644,0.003533198191806689,0.003165005772746214,0.0029470542704681
47,-0.010699744040323938,0.0010161488849939574,0.004260912778381179,-0.0435915545387067,-0.050787760959557594,0.004728003287132211,-0.001061752076316029,0.0021235963803853627
48,-0.02249443342912224,-0.0028952304192102524,-0.004103429698854236,-0.04206177002572183,-0.04232571603068241,0.007171549896533725,0.00450317799019546,0.00943063119960109
49,-0.03914322791959721,-0.009308861867053209,0.008571209863662718,-0.030350786379493015,-0.035235821279783225,0.008820394903132705,0.010120198221936176,0.010687619125462134
50,-0.04319899605454847,-0.011364098491846185,-0.004655275948503196,-0.021529631453318668,-0.024067624349065096,0.016829765417057507,0.01476862767829338,0.013009224681468716
51,-0.04720666625019623,-0.01366311500331675,0.001424725887391399,-0.01648220824818638,-0.006886218966150432,0.012602760639803876,0.008828129648803484,0.008896494762441923
52,-0.04928028274000528,-0.017520536683927144,0.009079103560609343,-0.004328697303447433,0.010078447677927496,0.005008224918294129,0.0012177218068664271,0.004858781278145638
53,-0.05347138393825283,-0.02592451765112184,0.017787508982604273,0.026156934648137377,0.027129353127544165,-0.009759760280531974,-0.007390231618983104,-0.007596135150648487
54,-0.043654263345057426,-0.02686654854657568,0.02423230198981906,0.0417854863986054,0.031121221300865982,-0.024817860300101545,-0.016426607509489464,-0.019135050818915995
55,-0.0328144857162066,-0.027896425408181345,0.03036375377392286,0.033415298543956834,0.028395599683889185,-0.02622069748389509,-0.020887251959848023,-0.025143418258456653
56,-0.025787170876303025,-0.02531865511608598,0.018628594357747885,0.01964409593945853,0.016717254434528553,-0.02511000658719104,-0.021950348927172687,-0.022485346754482778
57,-0.011294614008596772,-0.01753612497190138,0.001019013613248812,0.0047359305077261825,0.0013679082864083928,-0.01923686176269499,-0.017487359396284315,-0.01662126439331726
58,-0.0060270503402365385,-0.012414723616118097,-0.007634966477590601,-0.003060154893187427,-0.015678781058915795,-0.014495875331383414,-0.011845755785676326,-0.012406720348755043
59,-0.012288316186072793,-0.014375808698819272,-0.001525340737930891,-0.006811066923885282,-0.023187914503961283,-0.009123757751988216,-0.009512157189933493,-0.009397720593225273
60,-0.020046572842486517,-0.015941278508338857,0.0022677391422548754,-0.011439248985736117,-0.017239308981078498,-0.0011704334558214535,-0.007951964778073119,-0.00715221862692951
61,-0.016678873263255557,-0.011353927025354647,-0.0036069068096310033,-0.007452497796345937,-0.013235618736533653,0.0035983437755674344,-0.007190504966951514,-0.009544232731800665
62,-0.017035200500337782,-0.012802834575473487,-0.0001032984627018751,-0.005588305491501147,-0.008976868688918062,0.0035469173821134265,-0.010896089030642419,-0.016056528508227932
63,-0.010380578664458354,-0.003017013081812828,-0.00318297678632127,-0.0037155874320879668,-0.008896364458316382,-0.002466765672547745,-0.018646798795054195,-0.02094332369313079
64,-0.006192829851953414,0.0008272432285238764,-0.015121724675229424,-0.0019272254547128805,-0.018492433743135365,-0.001496768832297571,-0.01630121227933241,-0.019921027392908963
65,-0.004480433529818025,0.000222742977939443,-0.03868561775417168,-0.009531205582578747,-0.016762149779496284,0.006273238087959932,-0.005899687174764028,-0.007925410630428672
66,-0.002054719121418346,-0.00039820509250679704,-0.04737774485166883,-0.003039369911318623,-0.018610551438705866,0.003853114501429456,-0.010322116873203304,-0.009000531566693632
67,0.0022252596805126174,0.0024840471952003317,-0.04488933240769722,-0.005166069088316444,-0.024162841655932223,-0.0014239447598459471,-0.011836598216391308,-0.01085768828977134
68,0.0045880519549119985,0.0015083473233914978,-0.03995788347306192,-0.012376776182338291,-0.007660368279778663,-0.005733977561397893,-0.010691576707270589,-0.01239089728513739
69,-0.0010476900750766309,-0.004433291045227386,-0.02294275408151295,0.004007513182815771,-0.005146751590191992,-0.013548460692297749,-0.01733629131582374,-0.01317906735015723
70,-0.0034856783007196734,-0.0028267159994183736,-0.007119894089326496,-0.004086278313359552,-0.01794961917541327,-0.01014765684559597,-0.012596366915665997,-0.005294704076707203
71,-0.005086454216957726,0.0023978011437745437,0.0019987408408095545,-0.021015787654268044,-0.029149518626594578,-0.006875260823274859,-0.009632735038938123,-0.001980108384406256
72,-0.016041238858130254,0.00018280423854236743,-0.0035866480557540073,-0.038221190258834324,-0.04139715639491765,0.0004458614378499447,-0.0018948052505433292,0.00029866297533705786
73,-0.031181563739522456,-0.005957113343230351,0.0002717214156885322,-0.03617078359602549,-0.03538134490526835,0.0014458381825089126,0.0033779932627572176,0.0031940672466564605
74,-0.03877710568961039,-0.011573242092269096,0.009972597264916028,-0.037112310707985464,-0.02969820269428355,0.004481142386520873,0.00643798833326334,0.005743657874155681
75,-0.04060626456040853,-0.01111765654071908,-0.0052341897457349774,-0.02460502025123199,-0.018865382232381274,0.008992759194547015,0.00783142521787646,0.008859387901040579
76,-0.0396240729944902,-0.014749024443680692,-0.001542251064029399,-0.01023643145931015,-0.010565354044367741,0.008320843985512612,0.005109068536890212,0.00585118396887732
77,-0.038087368780534835,-0.016246122451712478,0.0014898950190473286,-0.0025025095626710035,0.0029180351925750677,0.005266092030029952,0.004341254156247874,0.004042042316135024
78,-0.04721369343672768,-0.026588339188688175,0.016044372152551476,0.015647373425983508,0.01603218464534439,-0.0024306862211112544,-0.0006917790412378875,-0.0020700209040104057
79,-0.03478591606413694,-0.02508594040869686,0.001801084561010382,0.020454523514039574,0.018265208878605464,-0.010513584998695865,-0.006015525556647415,-0.008745907714828392
80,-0.025561695334445928,-0.022806965274733693,0.010279232082531014,0.02202602985277424,0.020372157801494525,-0.017822942912305413,-0.020063317550692232,-0.01831124036251028
81,-0.026939874879656503,-0.023756400978527246,0.02053747917442378,0.021989348675224084,0.028051069432409276,-0.024732881436837207,-0.02416901382094131,-0.021299885435146354
82,-0.01272532932088884,-0.01585370864066073,-0.00362465048875414,0.006742336228546662,0.015684092867889736,-0.021284100914311512,-0.018077777186584237,-0.011454907130134442
83,-0.010684646695176034,-0.012633776270429888,-0.002790298676407295,-0.008093253845447117,-0.0036137753080458033,-0.020473834182227833,-0.012012863555299635,-0.006163090084288648
84,-0.011789719163562631,-0.01155933672480769,-0.000831798795770099,-0.015356617195934041,-0.0051970020081734975,-0.009100357850024157,-0.015129658400016073,-0.007884671575069831
85,-0.020255013895639593,-0.011344712325307824,-0.0009055696511165856,-0.02491882794395646,-0.009307093551178591,0.0031961865048393467,-0.00622600741770294,-0.0028204313579292357
86,-0.01717400883142263,-0.006756946027553886,-0.010532734313506036,-0.020655534205843974,-0.008155792511858759,0.009857694274309225,-0.0020304395368744314,-0.003008664958354257
87,-0.014192555582200738,-0.008584736787968608,-0.011870283523252452,-0.010526413804684075,-0.0004997600120215013,0.00633308818742971,-0.011901779694351123,-0.010293470202353133
88,-0.011796321642142853,-0.00425370252128136,-0.016514011068413267,-0.006468452839463345,-0.008880487395173067,0.0005855527738791788,-0.017625722506284632,-0.017674824585928246
89,-0.009445743718911413,-0.001906547816568526,-0.022387989780134274,-0.012733052923194849,-0.015952597786174885,0.002272910248807764,-0.015653430341898585,-0.015873282914937347
90,-0.0029018634890444132,0.0013003817875285777,-0.04780824569759146,-0.03140126555482857,-0.016313044510421773,0.0060605576702245185,-0.00491707755746897,-0.002082691405087228
91,-0.0025321685548574473,0.001814264145883186,-0.04545951239304438,-0.04104767766268644,-0.011659079582297043,0.0014611937691943314,-0.006527952340663252,-0.0036687585081310718
92,0.003548363359567521,0.004263788788215951,-0.033605381928587676,-0.03642616763886359,-0.028064776046012072,-0.0013162014637376485,-0.011267085622941974,-0.007177486148952352
93,0.010197501025340979,0.005547630088799924,-0.039881233584323314,-0.031525944638333546,-0.024260405899534022,0.00011359883532817015,-0.01153135080509026,-0.0029408176340040702
94,0.0012114317519001398,-0.00467920077921387,-0.029516741993579704,-0.010228293988074727,-0.0248312117320566,-0.0051380020270494755,-0.014052310235086955,-0.003240433299104603
95,-0.010651160699983349,-0.009298338761000457,-0.008076573642203336,-0.014842318634167347,-0.02495961369489936,-0.007061594883161263,-0.011304221040817087,-0.004611479056567542
96,-0.02006826082505583,-0.007299689991021408,0.01002698507133893,-0.027880552799765375,-0.019915048085744853,-0.007599922826436006,-0.011381391921593344,-0.010239610684312528
97,-0.025123469078092667,-0.002067822617181262,0.004797706497993631,-0.044169922529476116,-0.04400690602729377,0.0007954142978886685,0.0010800669913856294,0.003198292338955955
98,-0.034983027940844465,-0.0020409468238529816,0.008098511370119656,-0.04916802470831474,-0.04234686874164427,0.005788793418576518,0.004994622259014355,0.009028018319439515
99,-0.04259448886586703,-0.007980861608850448,0.003738338299883408,-0.04727018900203075,-0.03325390360942626,0.01077340178217711,0.010898438314478186,0.011382095459238057
100,-0.03730854952547862,-0.004997720280810129,-0.01126025440787255,-0.03584069701020228,-0.02670666879459842,0.01572245435334528,0.014895427700673996,0.013793710498976854
101,-0.039321839019046505,-0.009272115893256806,-0.010539912892931862,-0.015897818677640733,-0.008317407475488786,0.014652137544600267,0.010546415114798723,0.009287773243963989
102,-0.03437533013714472,-0.010250469134204751,-0.006271808538466562,-0.0007433368390007055,-0.0026032824777728284,0.01389998310805844,0.006570064902303182,0.006022451960575727
103,-0.034967851740297824,-0.018133581683604856,0.014902879832743115,0.006914130748703057,0.019253354309626228,-0.002868077903175,-0.005001254073815201,-0.0014366806447105008
104,-0.023839728428653367,-0.015346991608004304,0.008197609617569364,0.00010427561641931563,0.019348374966796342,-0.015603698149044845,-0.013300986906968048,-0.010404600959677832
105,-0.017694163260150983,-0.01911612369757811,0.018183421684527065,0.006747013283389166,0.021373790657374502,-0.020811232175738274,-0.024157538342089516,-0.023010054182561003
106,-0.0130401456902693,-0.020436383255015674,0.0227368680337412,0.011245346074491461,0.015484433777603512,-0.02589381621256682,-0.027746018062302674,-0.028671030862347693
107,-0.005921456951672002,-0.01331114738391,0.0026298160418799467,0.0007640884118947773,-0.004651273454868307,-0.019100837790057303,-0.01670013246573567,-0.01656765662606927
108,-0.006746113205070378,-0.013008144702209052,0.00019683555331385792,0.0029897044431315416,-0.00318798992733085,-0.021785843954783515,-0.017734780733003826,-0.01915367775249942
109,-0.010978897596891683,-0.013168746403735344,-0.0025431198669706298,0.008194043671175995,0.007609807857650129,-0.02079468255045064,-0.015767441370783696,-0.023619221960431865
110,-0.02165668694187757,-0.015594510675345244,-0.007052642275733298,0.0138219127001008,-0.0025871241382589482,-0.008087624627483225,-0.008117908946150174,-0.017315482251634436
111,-0.02524961394998662,-0.014295099844321861,-0.016825109598294846,0.0031154920003203033,0.0021083673076441665,-0.002069867032360588,-0.0025386918928284575,-0.009113090633717139
112,-0.02240689965280989,-0.012588194042282555,-0.020831776337860982,-0.0009704425220032349,0.007607169582161325,-0.005842889741447256,-0.006628162051924094,-0.009544885577586596
113,-0.00891733427247975,-0.006708574433859639,-0.014634295449932319,-0.004172876087061029,-0.010168405879564198,-0.002864523668013854,-0.011257103450626032,-0.009228593372203038
114,-0.003348489152937469,-0.001923602202571074,-0.02060058041782941,-0.013446866007854472,-0.017592167771065495,-0.0023262248676806513,-0.01170970276880169,-0.006565436365660051
