winner_name,family,retrieval,method,average_nmse,average_improvement_pct
baselines/instance_euclidean_3_online_all/full_ridge_shared,baselines,instance_euclidean_3_online_all,full_ridge_shared,0.48703989466418296,1.9505076754752109
baselines/instance_euclidean_3_online_other_users/full_ridge_shared,baselines,instance_euclidean_3_online_other_users,full_ridge_shared,0.48712791838880026,1.93287089473011
baselines/raw_euclidean_3_online_all/full_ridge_shared,baselines,raw_euclidean_3_online_all,full_ridge_shared,0.4870189073918952,1.8747130787311415
baselines/raw_euclidean_3_online_other_users/full_ridge_shared,baselines,raw_euclidean_3_online_other_users,full_ridge_shared,0.4871836444078943,1.8019519190125857
baselines/raw_euclidean_1_online_all/full_ridge_shared,baselines,raw_euclidean_1_online_all,full_ridge_shared,0.4885323356055174,1.7890669976195381
baselines/instance_euclidean_3_online_all/cov_y_ridge_shared,baselines,instance_euclidean_3_online_all,cov_y_ridge_shared,0.4882919373779399,1.782370166270242
baselines/instance_euclidean_3_online_other_users/cov_y_ridge_shared,baselines,instance_euclidean_3_online_other_users,cov_y_ridge_shared,0.48836783414516804,1.7682275952415585
baselines/instance_euclidean_3_online_all/cov_avgy_ridge_shared,baselines,instance_euclidean_3_online_all,cov_avgy_ridge_shared,0.48916109040341477,1.7649726864178816
baselines/instance_euclidean_3_online_other_users/cov_avgy_ridge_shared,baselines,instance_euclidean_3_online_other_users,cov_avgy_ridge_shared,0.4892126825766228,1.7464096325898766
baselines/instance_euclidean_3_online_same_user/cov_avgy_ridge_shared,baselines,instance_euclidean_3_online_same_user,cov_avgy_ridge_shared,0.48913695102199894,1.746290201144672
baselines/raw_euclidean_3_online_same_user/full_ridge_shared,baselines,raw_euclidean_3_online_same_user,full_ridge_shared,0.48736278350780965,1.6992255019737863
baselines/raw_euclidean_1_online_other_users/full_ridge_shared,baselines,raw_euclidean_1_online_other_users,full_ridge_shared,0.4888307497799349,1.673269160274085
baselines/raw_euclidean_1_online_same_user/full_ridge_shared,baselines,raw_euclidean_1_online_same_user,full_ridge_shared,0.4889162257744721,1.6067014276784803
baselines/instance_euclidean_3_online_same_user/cov_y_ridge_shared,baselines,instance_euclidean_3_online_same_user,cov_y_ridge_shared,0.49193527385837926,1.208186149107116
baselines/instance_euclidean_3_online_same_user/full_ridge_shared,baselines,instance_euclidean_3_online_same_user,full_ridge_shared,0.4911958949233683,1.1397104244242573
gates/raw_euclidean_1_online_same_user/catboost_cov_regressor_shared,gates,raw_euclidean_1_online_same_user,catboost_cov_regressor_shared,0.495357708073402,0.2192708088718556
gates/raw_euclidean_1_online_all/catboost_cov_regressor_shared,gates,raw_euclidean_1_online_all,catboost_cov_regressor_shared,0.49566783683309557,0.03099306422495508
gates/raw_euclidean_1_online_all/bayes_cov_shared,gates,raw_euclidean_1_online_all,bayes_cov_shared,0.49594645534122433,0.0
gates/raw_euclidean_1_online_same_user/bayes_cov_shared,gates,raw_euclidean_1_online_same_user,bayes_cov_shared,0.49594645534122433,0.0
gates/instance_euclidean_1_online_all/bayes_avgy_shared,gates,instance_euclidean_1_online_all,bayes_avgy_shared,0.49594645534122433,0.0
gates/instance_euclidean_1_online_same_user/bayes_avgy_shared,gates,instance_euclidean_1_online_same_user,bayes_avgy_shared,0.49594645534122433,0.0
gates/instance_euclidean_1_online_other_users/bayes_avgy_shared,gates,instance_euclidean_1_online_other_users,bayes_avgy_shared,0.49594645534122433,0.0
gates/raw_euclidean_1_online_other_users/bayes_cov_shared,gates,raw_euclidean_1_online_other_users,bayes_cov_shared,0.5182593820412795,-1.2470198459818234
gates/raw_euclidean_1_online_other_users/catboost_cov_regressor_shared,gates,raw_euclidean_1_online_other_users,catboost_cov_regressor_shared,0.5186231817306289,-1.3493049132747863
gates/instance_euclidean_1_online_other_users/catboost_avgy_regressor_shared,gates,instance_euclidean_1_online_other_users,catboost_avgy_regressor_shared,0.5266024204845988,-1.4888738667850259
gates/instance_euclidean_1_online_all/catboost_avgy_regressor_shared,gates,instance_euclidean_1_online_all,catboost_avgy_regressor_shared,0.5197615248704032,-1.9000206205808965
gates/instance_euclidean_1_online_same_user/catboost_avgy_regressor_shared,gates,instance_euclidean_1_online_same_user,catboost_avgy_regressor_shared,0.5146854721330306,-3.042788211119406
