horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-0.23849007574926057,0.10596583578103873,0.008960119467158252,0.01004344511177353,0.00858190949050322,0.00811487035106843,0.00664106403736547,0.007340063336310036,0.007383215505327801,0.006930526501142176,0.009008030518272824,0.00809736443082895,0.010253960006741655,0.009299638095946115,0.009466376844777406,0.009388094064266857,0.011602822715313614
