split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,5569495.078654078,213.75184153766008,0.24478885385533303,0.0,0.0
eval,context_forecast,8177941.92648538,243.1841553878162,0.2755110385281277,35.520833333333336,-12.550483483594833
eval,aggr_y,16181038.57891118,323.12650205552234,0.4229542694868031,14.04647435897436,-72.78330398849101
eval,y_mean,14792395.312472437,313.45565252248616,0.3800676094004461,18.044871794871796,-55.263445787879306
eval,aggr_y_mix_shared,6104945.67425065,217.58474245373563,0.24395629256024268,49.39903846153846,0.3401140542054187
eval,context_ridge_shared,5575241.611330202,214.15062692436115,0.24326834914044787,54.46314102564103,0.6211494890138074
eval,aggr_y_ridge_shared,5557411.866141654,214.09690747139646,0.2434878361350641,53.42147435897436,0.5314856864511486
eval,y_ridge_shared,5561777.4128010245,214.13463872023203,0.24324362617234196,53.541666666666664,0.6312492005474529
eval,cov_y_ridge_shared,5564099.7277187435,214.07751444982398,0.24321469430858422,53.77403846153846,0.6430683104873361
eval,cov_horizon_ridge_shared,5557529.888111991,214.09204667172722,0.24348917476703952,53.45352564102564,0.5309388347647571
eval,residual_ridge_shared,5572066.964796115,214.08745385982354,0.24329857520463408,53.75,0.6088016783557006
eval,full_ridge_shared,5572322.801621408,214.0574499538041,0.24327716440335892,53.92628205128205,0.6175483189555256
