horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.18661564940013506,0.05965444302648072,0.052888825541677814,0.04751355698328065,0.00585479864043803,0.004845089280423251,0.011933303272418707
