horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.06631740564913481,0.05801638589311601,0.05109428771365486,0.018469449343530942,0.012923765033280412,0.02348424828890464
