horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.14166422234288864,0.04294400584357219,0.04076160645671109,0.03672771429514396,0.028898605738207274,0.020476302100740047,0.030337241665660538
