split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.00017382548908419758,0.008448919493578918,0.618614749805639,0.0,0.0
eval,cov_forecast,0.00021711433773802632,0.009575799109572673,0.829306474486857,35.416666666666664,-34.05863257340933
eval,avgy,0.0005604186409285334,0.016639340294822284,2.3971530144184814,17.708333333333332,-287.5033718758948
eval,y_mean,0.0005233461480420433,0.01578986547772527,2.406012947409975,18.75,-288.9355933019563
eval,avgy_mix_shared,0.00017383297297346667,0.008449238890711912,0.6186716490709437,41.666666666666664,-0.009197851380459133
eval,cov_ridge_shared,0.00017381614945809345,0.008448707413275363,0.6185536541727114,57.291666666666664,0.00987620048614444
eval,avgy_ridge_shared,0.00017383396356328773,0.008449116525916036,0.6186703584901612,42.708333333333336,-0.008989227065733157
eval,y_ridge_shared,0.0001738402923026111,0.008449260790180905,0.6187113233471627,42.708333333333336,-0.015611257499767934
eval,cov_y_ridge_shared,0.00017383635260879575,0.00844917149369114,0.6186853421287497,42.708333333333336,-0.011411354665058427
eval,cov_avgy_ridge_shared,0.00017383034047530074,0.008449034289995843,0.6186464870984367,42.708333333333336,-0.005130380872373009
eval,residual_ridge_shared,0.00017399826635809758,0.008452888999907376,0.6197617961280117,42.708333333333336,-0.18542175444945536
eval,full_ridge_shared,0.00017388827525721814,0.008450359836092493,0.6190262414169,42.708333333333336,-0.0665182347155896
