split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,2630559.2951259823,169.92488774384512,0.2092849077232636,0.0,0.0
eval,cov_ridge_shared,2628842.5570818377,166.95558946773906,0.1946263219774569,59.161976235146966,7.004129397228046
eval,cov_avgy_ridge_shared,2617298.126396305,166.13634739838582,0.19351968375010695,61.202313946216385,7.532900553919989
