horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-0.033833358333539454,-0.026657162992494755,-0.002778984997534995,0.009541585293332879,0.02999662023126216,0.012413948357162221,0.014596727124923032,0.005889297304040066,0.002010674242742013,-0.003291914235040236,-0.010011899453135274,-0.021264097080779035,0.007859603832404747,0.01419580480712788,-0.007951184693645894,0.010303900001708765,0.006440911358265552
