horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.30851346888960535,0.2889155364608729,-0.008417027088859289,-0.002646836822355548,-0.01442651544132447,-0.015265312734094066,-0.015467999868419608
