horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.3093967861009192,0.2802822836311807,-0.015380273058237637,-0.001121222868284584,-0.012822710100540206,-0.01298331237667475,-0.014049665160635915,0.07139425679740585,-0.015004586821490544,-0.015639803968449377,-0.018396794564087576,-0.01244591414845705
