horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
shared,-0.00015659737814436477,-0.00015769504829885595,-0.00016602799300358665,-0.0001778997321379129,-0.00016787111451710074,-0.00016080161158841887,-0.00018008311388168578,-0.00017623963455230045,-0.00016009275941305818,-0.00018357539378608003,-0.00015649346387944672,-0.00021531669428952546,-0.0001848626664111061,-0.0001876522285334534,-0.0001738495838496519,-0.00017401935763379042,-0.00015436130690517502,-0.0001537504872028465,-0.0001314467339319559,-0.00015605565941164976,-0.00011865250091382628,-0.00015954544728659606
