horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,8.578006269903965e-05,3.476486008110516e-06,1.1985352031353007e-05,0.013258790442912196,0.01342876550217916,0.015365466831659609
