horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.014060672650092785,7.734909289390656e-05,3.4091778238510953e-06,1.1676216789344251e-05,0.01304709472199257,0.013247959788569028,0.015184720699318048
