horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,0.744459077427908,0.0034725934176701003,0.0,1.1827376824022348e-05,0.0,0.06146455063919354,0.07540102829154838,0.11519092284685598
