horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-7.399811058544467e-05,-2.2322082511501447e-05,1.0195027137226848e-05,1.655057979420368e-05,3.056826593564533e-05,3.356491541934355e-05,5.4618371739583016e-05
