winner_name,family,retrieval,method,average_nmse,average_improvement_pct
baselines/instance_euclidean_5_online/full_ridge_shared,baselines,instance_euclidean_5_online,full_ridge_shared,0.4861994749189024,2.0044546229984666
baselines/instance_euclidean_20_online/cov_y_ridge_shared,baselines,instance_euclidean_20_online,cov_y_ridge_shared,0.485430939989645,1.9671116026247502
baselines/instance_euclidean_15_online/cov_y_ridge_shared,baselines,instance_euclidean_15_online,cov_y_ridge_shared,0.4857847135297814,1.958666492460189
baselines/instance_euclidean_20_online/cov_avgy_ridge_shared,baselines,instance_euclidean_20_online,cov_avgy_ridge_shared,0.4885899913899627,1.9570275978313134
baselines/instance_euclidean_15_online/cov_avgy_ridge_shared,baselines,instance_euclidean_15_online,cov_avgy_ridge_shared,0.48860830706179265,1.9525251942347095
baselines/instance_euclidean_3_online/full_ridge_shared,baselines,instance_euclidean_3_online,full_ridge_shared,0.48703989466418296,1.9505076754752109
baselines/raw_euclidean_10_online/full_ridge_shared,baselines,raw_euclidean_10_online,full_ridge_shared,0.485363773658108,1.9461063117865882
baselines/raw_euclidean_5_online/full_ridge_shared,baselines,raw_euclidean_5_online,full_ridge_shared,0.48618456165394414,1.9296704566058527
baselines/instance_euclidean_10_online/cov_y_ridge_shared,baselines,instance_euclidean_10_online,cov_y_ridge_shared,0.4863471617670743,1.92697196841913
baselines/instance_euclidean_10_online/cov_avgy_ridge_shared,baselines,instance_euclidean_10_online,cov_avgy_ridge_shared,0.48871032155544997,1.918144339885102
baselines/raw_euclidean_3_online/full_ridge_shared,baselines,raw_euclidean_3_online,full_ridge_shared,0.4870189073918952,1.8747130787311415
baselines/instance_euclidean_5_online/cov_y_ridge_shared,baselines,instance_euclidean_5_online,cov_y_ridge_shared,0.48751828342165054,1.8406002011310028
baselines/instance_euclidean_5_online/cov_avgy_ridge_shared,baselines,instance_euclidean_5_online,cov_avgy_ridge_shared,0.4890081393550601,1.8159327895070392
baselines/raw_euclidean_1_online/full_ridge_shared,baselines,raw_euclidean_1_online,full_ridge_shared,0.4885323356055174,1.7890669976195381
