horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15
shared,-0.004050213245293831,-0.003798214348388621,-0.0021354380614181327,-0.0019391898531593778,-0.0019809402716430132,-0.001448416591384824,-0.001709249463968643,-0.0013022058174623182,-0.0014592866841411306,-0.001235929764772185,-0.0015704124385987133,-0.0015604722188721435,-0.0018030221347229418,-0.0012915192455839816,-0.0012878713362530214,-0.0012020310353317535,-0.00112386610732385,-0.0032503478416317836,-0.003209870034207666,-0.003273427115733459,-0.002986659866549668,-0.0029624574407865595,-0.0029859482353021337,-0.002874585890807465,-0.0028321492880873204,-0.0029135287561481986,-0.002970867081054526,-0.0029182153527556997,-0.0028949741588912494,-0.0028936792757764803,-0.002762850092332077,-0.002593148031407266
