split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.0007283693559598294,0.010217318277627743,0.2734736473158723,0.0,0.0
eval,cov_forecast,0.0007872465084139613,0.010773769162442694,0.29433947752332046,38.6993970714901,-7.629923545557327
eval,avgy,0.0011848884012279025,0.01587147695288371,0.4378945483737827,11.907838070628769,-60.12312435647524
eval,y_mean,0.0010546706606856463,0.015286335233047765,0.38967825951124074,14.91386735572782,-42.49206946845147
eval,cov_ridge_shared,0.0007242401379605406,0.010244982379101607,0.27253693304787135,44.68561584840655,0.34252450910526666
eval,avgy_ridge_shared,0.0007185535074849127,0.010347814331476867,0.2715353014648114,46.81309216192937,0.708787069644789
eval,y_ridge_shared,0.000715341160098255,0.010396730439262255,0.27075459814248876,48.29888027562446,0.9942636886847657
eval,cov_y_ridge_shared,0.0007154327701498622,0.010404182853200486,0.27079677756546233,48.07493540051679,0.9788401100739691
eval,cov_avgy_ridge_shared,0.0007185121344884608,0.010346320686080972,0.2714566470952412,46.88630490956072,0.7375482941145713
eval,residual_ridge_shared,0.000712638608220394,0.010364713908678196,0.2698306732330279,53.24289405684755,1.332111564898481
eval,full_ridge_shared,0.0007125446581892692,0.01049620466737358,0.27021130078048466,50.012919896640824,1.1929290326169957
