horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20
shared,-0.03273108735358434,-0.03252563113732335,-0.003394143602335632,0.009316268262549825,0.029181892633621007,0.012576775546409132,0.013398695331396643,0.004583103842326019,0.0019128634927524856,-0.0035576966951390227,-0.010588904879301215,-0.021645311158600567,0.007102699949923895,0.012436528238708125,-0.009037764141472076,0.009546151859919494,0.006360810813410785,-0.004740675759551741,-0.010684330273299097,-0.002717280555864766,0.01649712746310425,0.016210569220244775
