horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.012877486747079041,0.01903177158800368,0.021874246879217445,0.018141159906700535,0.02691185680206479,0.0035217867815789863,0.001197507450012949
