horizon,V,C,avgy
1,-0.036761337270342614,-0.011597868426569577,0.02825790623580759
2,-0.06818958983512606,-0.015611747551446538,0.06307195362859186
3,-0.06601860673126798,-0.013974212261573268,0.052940735426703654
4,-0.03786147462666911,-0.03164674118094011,0.02737019879148833
5,0.00037190650084910327,-0.03733940678856931,-0.01662575302735001
6,-0.00960095145556173,-0.08191710380756435,0.047745579698292843
7,-0.0029157103282402225,-0.10616140733975436,0.06750349254362148
8,-0.014482267934541972,-0.0949910051173175,0.047292560635974354
9,-0.03153964704451948,-0.08026755197398572,0.04481821201116432
10,-0.054965612233238384,-0.05011936333237195,0.04459704291109972
11,-0.05195157552091509,0.0009578313793273267,-0.00869233930775044
12,-0.03447072156876229,-0.0013082925327127176,-0.025069313476564832
13,-0.026814985142645863,-0.0126155586047827,-0.016770947022866082
14,-0.006815522061528707,-0.04053174957695825,-0.016987741326013224
15,-0.013954702369237083,-0.0336449554386023,-0.01946736044573033
16,-0.016037351234986508,-0.027296643292383512,-0.03787295535855817
17,0.013947485694524099,-0.0693731983731893,-0.02656210682904116
18,0.008841126522877843,-0.07186341130147461,-0.01964516002593927
19,-0.000737507462305563,-0.07283851216053912,-0.010562132179857162
20,-0.010264253591044013,-0.07525207506647574,0.00047989294460405735
21,-0.040332300402395264,-0.06596226243170665,0.016693662539939803
22,-0.044910394662709775,-0.048713281881739026,0.003631491702520358
23,-0.04562541399301439,-0.028285309723939885,-0.014866504902397696
24,-0.05995630655997228,-0.01530343721971281,-0.02393795262955718
25,-0.0916268450561826,-0.027080894388186394,0.03907572945054026
26,-0.10989464263024094,-0.05238508797807989,0.10358438161009252
27,-0.1339438204215038,-0.058081430142069825,0.14096057345842952
28,-0.11682465267655293,-0.04172695370055152,0.10878262486436678
29,-0.07950878683470217,-0.05989972094684873,0.08515553884889164
30,-0.018823385183516745,-0.07256807447438353,0.027574480092505075
31,-0.008354596349081566,-0.10872074329506308,0.05573292204856415
32,0.006757020377562578,-0.11266934698831424,0.042468780659142114
33,0.014224424075527254,-0.08739671226507321,0.005987765982770353
34,0.005423510318821201,-0.062339488289871924,-0.019271711110784646
35,-0.028914178191365002,-0.02802049830856719,-0.017183703983925068
36,-0.03827049817996471,0.0066772165825607155,-0.03608138026668573
37,-0.019038486061986194,-0.007893934440272834,-0.0479786920132986
38,-0.022432555468104753,-0.00692837134050155,-0.03740648822783638
39,-0.03810185605243833,-0.012804846395360453,-0.019924267734092782
40,-0.08272195450253302,-0.021097521347026426,0.013366370989234239
41,-0.10097523627404459,-0.034162730575677425,0.028529882711949478
42,-0.11090447143075416,-0.05744064801943663,0.056825013950157495
43,-0.12316333760518644,-0.08690920901333338,0.10313003824273491
44,-0.09574050131321732,-0.07151409735173614,0.06067490297128331
45,-0.06721058611686102,-0.06237822765196436,0.02812850578949853
46,-0.06963951608383663,-0.04302737086312463,0.0071876664252226545
47,-0.08188291959833564,-0.04388990457912405,0.01853985713368851
48,-0.08412366186356098,-0.03074324123775336,0.01136368289896138
