horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.028754292164176215,0.0015448785571830358,0.0008445621327300644,-0.0024665468338243646,-0.008801537014489704,-0.009881296821562743,-0.006510161200184732
