winner_name,family,retrieval,method,average_nmse,average_improvement_pct
baselines/raw_euclidean_1_online/cov_y_ridge_shared,baselines,raw_euclidean_1_online,cov_y_ridge_shared,0.45550162593653915,2.0457985116205575
baselines/raw_euclidean_1_online/cov_avgy_ridge_shared,baselines,raw_euclidean_1_online,cov_avgy_ridge_shared,0.45550162593653915,2.0457985116205575
baselines/raw_euclidean_3_online/avgy_ridge_shared,baselines,raw_euclidean_3_online,avgy_ridge_shared,0.4561482032347975,2.0287461054895926
baselines/instance_euclidean_1_online/cov_y_ridge_shared,baselines,instance_euclidean_1_online,cov_y_ridge_shared,0.45674615402351115,1.9614047111103352
baselines/instance_euclidean_1_online/cov_avgy_ridge_shared,baselines,instance_euclidean_1_online,cov_avgy_ridge_shared,0.45674615402351115,1.9614047111103352
baselines/raw_euclidean_1_online/cov_ridge_shared,baselines,raw_euclidean_1_online,cov_ridge_shared,0.45642456380606816,1.9537355697142933
baselines/instance_euclidean_3_online/cov_ridge_shared,baselines,instance_euclidean_3_online,cov_ridge_shared,0.45770735007432123,1.9343225046674934
baselines/instance_euclidean_1_online/avgy_ridge_shared,baselines,instance_euclidean_1_online,avgy_ridge_shared,0.4565241317359952,1.9203520287469582
baselines/instance_euclidean_1_online/y_ridge_shared,baselines,instance_euclidean_1_online,y_ridge_shared,0.4565241317359952,1.9203520287469582
baselines/raw_euclidean_1_online/avgy_ridge_shared,baselines,raw_euclidean_1_online,avgy_ridge_shared,0.456582074531429,1.8564409470772043
baselines/raw_euclidean_1_online/y_ridge_shared,baselines,raw_euclidean_1_online,y_ridge_shared,0.456582074531429,1.8564409470772043
baselines/instance_euclidean_1_online/cov_ridge_shared,baselines,instance_euclidean_1_online,cov_ridge_shared,0.4576809542045192,1.8275612533673975
baselines/instance_euclidean_3_online/avgy_mix_shared,baselines,instance_euclidean_3_online,avgy_mix_shared,0.45935705686292266,1.1358972068191402
baselines/raw_euclidean_3_online/avgy_mix_shared,baselines,raw_euclidean_3_online,avgy_mix_shared,0.46057113572055736,0.9444883922924667
baselines/instance_euclidean_1_online/avgy_mix_shared,baselines,instance_euclidean_1_online,avgy_mix_shared,0.46101787544011213,0.8206724959861713
baselines/raw_euclidean_1_online/avgy_mix_shared,baselines,raw_euclidean_1_online,avgy_mix_shared,0.46386168820777196,0.28143318578813065
gates/instance_euclidean_3_online/catboost_avgy_regressor_shared,gates,instance_euclidean_3_online,catboost_avgy_regressor_shared,0.46264185442492917,0.018921055917268285
gates/instance_euclidean_1_online/catboost_cov_regressor_shared,gates,instance_euclidean_1_online,catboost_cov_regressor_shared,0.4608999278326644,0.015348313295424812
gates/raw_euclidean_1_online/bayes_avgy_shared,gates,raw_euclidean_1_online,bayes_avgy_shared,0.4629683255371974,1.926986926758463e-06
gates/raw_euclidean_3_online/bayes_avgy_shared,gates,raw_euclidean_3_online,bayes_avgy_shared,0.4629683255371974,1.926986926758463e-06
gates/instance_euclidean_1_online/bayes_avgy_shared,gates,instance_euclidean_1_online,bayes_avgy_shared,0.4629683255371974,1.926986926758463e-06
gates/instance_euclidean_3_online/bayes_avgy_shared,gates,instance_euclidean_3_online,bayes_avgy_shared,0.4629683255371974,1.926986926758463e-06
gates/instance_euclidean_1_online/bayes_cov_shared,gates,instance_euclidean_1_online,bayes_cov_shared,0.46297429685972386,-0.0029230707746285083
gates/instance_euclidean_3_online/catboost_cov_regressor_shared,gates,instance_euclidean_3_online,catboost_cov_regressor_shared,0.4633841824332832,-0.16381559161201933
gates/instance_euclidean_3_online/bayes_cov_shared,gates,instance_euclidean_3_online,bayes_cov_shared,0.4633810529234616,-0.20216881083553673
gates/raw_euclidean_3_online/catboost_cov_regressor_shared,gates,raw_euclidean_3_online,catboost_cov_regressor_shared,0.46414921529272896,-0.5476109894395997
gates/raw_euclidean_3_online/bayes_cov_shared,gates,raw_euclidean_3_online,bayes_cov_shared,0.46468075249760865,-0.8388147679435249
gates/raw_euclidean_1_online/catboost_cov_regressor_shared,gates,raw_euclidean_1_online,catboost_cov_regressor_shared,0.4665179392239358,-0.8665904157910725
gates/raw_euclidean_1_online/bayes_cov_shared,gates,raw_euclidean_1_online,bayes_cov_shared,0.4652076142699084,-0.9860687210525118
gates/instance_euclidean_1_online/catboost_avgy_regressor_shared,gates,instance_euclidean_1_online,catboost_avgy_regressor_shared,0.47307008915367454,-1.2739741437896932
gates/raw_euclidean_3_online/catboost_avgy_regressor_shared,gates,raw_euclidean_3_online,catboost_avgy_regressor_shared,0.49282257506289734,-2.425067282336554
baselines/raw_euclidean_1_online/cov_forecast,baselines,raw_euclidean_1_online,cov_forecast,0.4678895850904419,-2.8061735304477065
gates/raw_euclidean_1_online/cov_forecast,gates,raw_euclidean_1_online,cov_forecast,0.4678895850904419,-2.8061735304477065
gates/raw_euclidean_1_online/catboost_avgy_regressor_shared,gates,raw_euclidean_1_online,catboost_avgy_regressor_shared,0.5229220593663124,-2.881478637524936
baselines/instance_euclidean_1_online/cov_forecast,baselines,instance_euclidean_1_online,cov_forecast,0.5007619006997327,-7.860808761322417
gates/instance_euclidean_1_online/cov_forecast,gates,instance_euclidean_1_online,cov_forecast,0.5007619006997327,-7.860808761322417
baselines/raw_euclidean_3_online/cov_forecast,baselines,raw_euclidean_3_online,cov_forecast,0.5084090002786328,-8.498623765820074
gates/raw_euclidean_3_online/cov_forecast,gates,raw_euclidean_3_online,cov_forecast,0.5084090002786328,-8.498623765820074
baselines/instance_euclidean_3_online/cov_forecast,baselines,instance_euclidean_3_online,cov_forecast,0.5162595724242955,-9.631193079983385
gates/instance_euclidean_3_online/cov_forecast,gates,instance_euclidean_3_online,cov_forecast,0.5162595724242955,-9.631193079983385
baselines/instance_euclidean_3_online/y_mean,baselines,instance_euclidean_3_online,y_mean,0.7894627103219687,-62.041878727737924
baselines/instance_euclidean_3_online/avgy,baselines,instance_euclidean_3_online,avgy,0.8579704015643624,-76.04168331959714
gates/instance_euclidean_3_online/avgy,gates,instance_euclidean_3_online,avgy,0.8579704015643624,-76.04168331959714
baselines/raw_euclidean_3_online/y_mean,baselines,raw_euclidean_3_online,y_mean,1.2548867186803907,-105.49121375533036
baselines/instance_euclidean_1_online/avgy,baselines,instance_euclidean_1_online,avgy,1.0294275228976895,-108.64026635169098
baselines/instance_euclidean_1_online/y_mean,baselines,instance_euclidean_1_online,y_mean,1.0294275228976895,-108.64026635169098
gates/instance_euclidean_1_online/avgy,gates,instance_euclidean_1_online,avgy,1.0294275228976895,-108.64026635169098
baselines/raw_euclidean_3_online/avgy,baselines,raw_euclidean_3_online,avgy,1.30827591332256,-117.5551055996811
gates/raw_euclidean_3_online/avgy,gates,raw_euclidean_3_online,avgy,1.30827591332256,-117.5551055996811
baselines/raw_euclidean_1_online/avgy,baselines,raw_euclidean_1_online,avgy,1.4992837654479594,-153.28772637957562
baselines/raw_euclidean_1_online/y_mean,baselines,raw_euclidean_1_online,y_mean,1.4992837654479594,-153.28772637957562
gates/raw_euclidean_1_online/avgy,gates,raw_euclidean_1_online,avgy,1.4992837654479594,-153.28772637957562
