horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.026303751515248608,-0.02455245974735091,0.00078588770969051,-0.0037911340631970915,0.00014548628786118404,-0.003845335573318209,-0.002956006643983175,-0.0012015686729925778,-0.005190507111501999,-0.0028017663340782965,-0.0036125335086014585,-0.0022634792581098595
