horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.03085449491603511,-0.026290235039517548,0.0008019813006102346,0.012073275763819006,0.032775227435813244,0.014519618437634744,0.017302722877130854,0.008713363553261968,0.0041366777726396815,-0.00029216416268660494,-0.00714690946185153,-0.018425188959654473
