horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.29158378954715497,0.1406488331299745,-0.002463983677282898,0.0015328338977931857,0.0005173262824888049,0.0007349985065143167,0.001692736761935646,0.04189382430921492,0.029327945235373073,0.02604577193163962,0.024421869121903944,0.02772662627875337
